,Filename,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Predicted_Quality
44,video10456.mp4__frame22.png,0.004,0.079,0.867,0.105,0.0,3.183
45,video10456.mp4__frame44.png,0.0,0.002,0.905,0.009,0.0,2.755
46,video10456.mp4__frame66.png,0.0,0.02,0.903,0.002,0.0,2.757
47,video10456.mp4__frame88.png,0.0,0.001,0.906,0.002,0.001,2.7329999999999997
48,video10474.mp4__frame110.png,0.006,0.469,0.759,0.0,0.001,3.226
49,video10474.mp4__frame132.png,0.724,0.468,0.084,0.001,0.0,1.9160000000000001
50,video10474.mp4__frame154.png,0.001,0.35,0.811,0.012,0.0,3.1820000000000004
51,video10474.mp4__frame176.png,0.017,0.055,0.89,0.016,0.0,2.8609999999999998
52,video10474.mp4__frame22.png,0.895,0.055,0.009,0.0,0.0,1.032
53,video10474.mp4__frame44.png,0.598,0.572,0.148,0.002,0.019,2.289
54,video10474.mp4__frame66.png,0.019,0.19,0.861,0.0,0.001,2.987
55,video10474.mp4__frame88.png,0.0,0.009,0.75,0.433,0.063,4.315
56,video10475.mp4__frame110.png,0.028,0.062,0.889,0.0,0.0,2.819
57,video10475.mp4__frame132.png,0.06,0.106,0.87,0.005,0.004,2.9219999999999997
58,video10475.mp4__frame154.png,0.008,0.045,0.897,0.0,0.0,2.7889999999999997
59,video10475.mp4__frame176.png,0.897,0.044,0.007,0.0,0.0,1.006
60,video10475.mp4__frame22.png,0.681,0.095,0.525,0.0,0.0,2.446
61,video10475.mp4__frame44.png,0.5,0.652,0.025,0.001,0.155,2.658
62,video10475.mp4__frame66.png,0.903,0.023,0.0,0.0,0.0,0.9490000000000001
63,video10475.mp4__frame88.png,0.132,0.114,0.851,0.0,0.0,2.913
64,video10476.mp4__frame110.png,0.028,0.152,0.865,0.012,0.003,2.9899999999999998
65,video10476.mp4__frame132.png,0.074,0.103,0.658,0.492,0.004,4.241999999999999
66,video10476.mp4__frame154.png,0.666,0.59,0.028,0.0,0.0,1.9300000000000002
67,video10476.mp4__frame176.png,0.694,0.557,0.023,0.003,0.0,1.889
68,video10476.mp4__frame22.png,0.906,0.003,0.0,0.0,0.0,0.912
69,video10476.mp4__frame44.png,0.896,0.057,0.0,0.0,0.0,1.01
70,video10476.mp4__frame66.png,0.863,0.201,0.001,0.001,0.0,1.272
71,video10476.mp4__frame88.png,0.847,0.244,0.004,0.013,0.0,1.399
72,video10477.mp4__frame110.png,0.027,0.271,0.833,0.007,0.0,3.0959999999999996
73,video10477.mp4__frame132.png,0.883,0.113,0.006,0.0,0.0,1.127
74,video10477.mp4__frame154.png,0.893,0.072,0.001,0.001,0.0,1.0439999999999998
75,video10477.mp4__frame176.png,0.89,0.085,0.0,0.0,0.0,1.06
76,video10477.mp4__frame22.png,0.042,0.892,0.03,0.009,0.0,1.9520000000000002
77,video10477.mp4__frame44.png,0.808,0.368,0.003,0.0,0.0,1.553
78,video10477.mp4__frame66.png,0.753,0.289,0.227,0.0,0.0,2.012
79,video10477.mp4__frame88.png,0.896,0.054,0.004,0.0,0.0,1.016
80,video10478.mp4__frame110.png,0.894,0.058,0.011,0.0,0.0,1.043
81,video10478.mp4__frame132.png,0.806,0.371,0.004,0.0,0.0,1.56
82,video10478.mp4__frame154.png,0.772,0.415,0.043,0.0,0.0,1.7309999999999999
83,video10478.mp4__frame176.png,0.042,0.899,0.001,0.0,0.0,1.843
84,video10478.mp4__frame22.png,0.906,0.002,0.001,0.0,0.0,0.913
85,video10478.mp4__frame44.png,0.047,0.128,0.762,0.319,0.002,3.875
86,video10478.mp4__frame66.png,0.25,0.349,0.694,0.033,0.001,3.167
87,video10478.mp4__frame88.png,0.0,0.029,0.894,0.036,0.0,2.884
88,video10479.mp4__frame110.png,0.0,0.002,0.901,0.032,0.0,2.8350000000000004
89,video10479.mp4__frame132.png,0.0,0.009,0.905,0.0,0.0,2.7329999999999997
90,video10479.mp4__frame154.png,0.9,0.036,0.003,0.0,0.0,0.981
91,video10479.mp4__frame176.png,0.906,0.003,0.002,0.0,0.0,0.918
92,video10479.mp4__frame22.png,0.631,0.274,0.449,0.001,0.0,2.53
93,video10479.mp4__frame44.png,0.867,0.173,0.013,0.0,0.0,1.252
94,video10479.mp4__frame66.png,0.133,0.273,0.794,0.014,0.0,3.117
95,video10479.mp4__frame88.png,0.0,0.001,0.028,0.9,0.006,3.7159999999999997
96,video10592[1].mp4__frame110.png,0.0,0.001,0.06,0.895,0.002,3.772
97,video10592[1].mp4__frame132.png,0.845,0.252,0.012,0.0,0.0,1.385
98,video10592[1].mp4__frame154.png,0.037,0.021,0.86,0.146,0.008,3.2830000000000004
99,video10592[1].mp4__frame176.png,0.002,0.036,0.781,0.31,0.103,4.172
100,video10592[1].mp4__frame22.png,0.303,0.784,0.113,0.001,0.028,2.354
101,video10592[1].mp4__frame44.png,0.0,0.009,0.873,0.092,0.064,3.3249999999999993
102,video10592[1].mp4__frame66.png,0.0,0.067,0.236,0.826,0.028,4.286
103,video10592[1].mp4__frame88.png,0.719,0.533,0.008,0.001,0.001,1.818
104,video10593[1].mp4__frame110.png,0.906,0.005,0.0,0.0,0.0,0.916
105,video10593[1].mp4__frame132.png,0.82,0.24,0.107,0.001,0.0,1.6249999999999998
106,video10593[1].mp4__frame154.png,0.724,0.523,0.013,0.0,0.0,1.809
107,video10593[1].mp4__frame176.png,0.081,0.105,0.832,0.126,0.003,3.306
108,video10593[1].mp4__frame22.png,0.002,0.0,0.906,0.003,0.002,2.7419999999999995
109,video10593[1].mp4__frame44.png,0.576,0.212,0.557,0.009,0.001,2.712
110,video10593[1].mp4__frame66.png,0.758,0.36,0.137,0.002,0.001,1.902
111,video10593[1].mp4__frame88.png,0.895,0.052,0.009,0.0,0.0,1.026
112,video10594[1].mp4__frame110.png,0.017,0.9,0.008,0.013,0.001,1.898
113,video10594[1].mp4__frame132.png,0.017,0.718,0.499,0.042,0.0,3.118
114,video10594[1].mp4__frame154.png,0.902,0.014,0.014,0.0,0.0,0.9720000000000001
115,video10594[1].mp4__frame176.png,0.014,0.892,0.062,0.003,0.0,1.996
116,video10594[1].mp4__frame22.png,0.724,0.531,0.002,0.0,0.0,1.792
117,video10594[1].mp4__frame44.png,0.758,0.47,0.007,0.0,0.0,1.7189999999999999
118,video10594[1].mp4__frame66.png,0.876,0.137,0.011,0.0,0.0,1.1829999999999998
119,video10594[1].mp4__frame88.png,0.904,0.012,0.001,0.0,0.0,0.931
120,video10595[2].mp4__frame110.png,0.892,0.06,0.015,0.0,0.001,1.0619999999999998
121,video10595[2].mp4__frame132.png,0.758,0.288,0.216,0.001,0.0,1.9860000000000002
122,video10595[2].mp4__frame154.png,0.737,0.468,0.057,0.0,0.0,1.844
123,video10595[2].mp4__frame176.png,0.703,0.172,0.432,0.0,0.0,2.343
124,video10595[2].mp4__frame22.png,0.889,0.083,0.005,0.002,0.0,1.0779999999999998
125,video10595[2].mp4__frame44.png,0.005,0.503,0.695,0.091,0.002,3.4699999999999998
126,video10595[2].mp4__frame66.png,0.672,0.414,0.031,0.218,0.002,2.4749999999999996
127,video10595[2].mp4__frame88.png,0.901,0.019,0.012,0.0,0.0,0.9750000000000001
128,video11204[2].mp4__frame110.png,0.218,0.839,0.063,0.003,0.004,2.117
129,video11204[2].mp4__frame132.png,0.0,0.007,0.01,0.903,0.002,3.666
130,video11204[2].mp4__frame154.png,0.0,0.018,0.442,0.764,0.011,4.473
131,video11204[2].mp4__frame176.png,0.0,0.115,0.079,0.862,0.013,3.98
132,video11204[2].mp4__frame22.png,0.05,0.614,0.216,0.478,0.005,3.863
133,video11204[2].mp4__frame44.png,0.003,0.031,0.83,0.277,0.002,3.6729999999999996
134,video11204[2].mp4__frame66.png,0.714,0.441,0.103,0.019,0.018,2.071
135,video11204[2].mp4__frame88.png,0.01,0.28,0.714,0.291,0.015,3.9509999999999996
136,video11205[1].mp4__frame110.png,0.003,0.149,0.599,0.578,0.005,4.4350000000000005
137,video11205[1].mp4__frame132.png,0.001,0.021,0.864,0.174,0.002,3.341
138,video11205[1].mp4__frame154.png,0.0,0.03,0.189,0.851,0.028,4.170999999999999
139,video11205[1].mp4__frame176.png,0.0,0.052,0.011,0.895,0.002,3.727
140,video11205[1].mp4__frame22.png,0.0,0.0,0.047,0.898,0.002,3.743
141,video11205[1].mp4__frame44.png,0.001,0.065,0.259,0.827,0.0,4.216
142,video11205[1].mp4__frame66.png,0.005,0.351,0.761,0.134,0.005,3.5509999999999997
143,video11205[1].mp4__frame88.png,0.005,0.042,0.387,0.782,0.004,4.398
144,video11206[2].mp4__frame110.png,0.133,0.685,0.473,0.017,0.006,3.02
145,video11206[2].mp4__frame132.png,0.075,0.564,0.644,0.02,0.01,3.2649999999999997
146,video11206[2].mp4__frame154.png,0.044,0.134,0.328,0.742,0.035,4.439
147,video11206[2].mp4__frame176.png,0.027,0.497,0.511,0.347,0.011,3.997
148,video11206[2].mp4__frame22.png,0.003,0.336,0.56,0.474,0.009,4.296
149,video11206[2].mp4__frame44.png,0.0,0.078,0.437,0.734,0.026,4.5329999999999995
150,video11206[2].mp4__frame66.png,0.096,0.493,0.382,0.426,0.016,4.012
151,video11206[2].mp4__frame88.png,0.035,0.578,0.661,0.011,0.009,3.263
152,video11207[1].mp4__frame110.png,0.04,0.314,0.803,0.036,0.002,3.2310000000000003
153,video11207[1].mp4__frame132.png,0.0,0.022,0.678,0.569,0.016,4.434
154,video11207[1].mp4__frame154.png,0.01,0.89,0.061,0.012,0.002,2.0309999999999997
155,video11207[1].mp4__frame176.png,0.021,0.304,0.791,0.082,0.017,3.415
156,video11207[1].mp4__frame22.png,0.002,0.057,0.855,0.157,0.018,3.399
157,video11207[1].mp4__frame44.png,0.073,0.789,0.276,0.075,0.01,2.8289999999999997
158,video11207[1].mp4__frame66.png,0.133,0.809,0.193,0.049,0.007,2.5610000000000004
159,video11207[1].mp4__frame88.png,0.007,0.068,0.882,0.03,0.018,2.9989999999999997
160,video11208[1].mp4__frame110.png,0.011,0.068,0.89,0.004,0.006,2.863
161,video11208[1].mp4__frame132.png,0.127,0.081,0.862,0.0,0.001,2.88
162,video11208[1].mp4__frame154.png,0.321,0.033,0.815,0.001,0.0,2.836
163,video11208[1].mp4__frame176.png,0.042,0.033,0.889,0.013,0.001,2.832
164,video11208[1].mp4__frame22.png,0.001,0.004,0.904,0.012,0.001,2.774
165,video11208[1].mp4__frame44.png,0.001,0.008,0.651,0.611,0.013,4.479
166,video11208[1].mp4__frame66.png,0.01,0.046,0.892,0.019,0.004,2.874
167,video11208[1].mp4__frame88.png,0.084,0.109,0.861,0.015,0.001,2.95
168,video11209[1].mp4__frame110.png,0.28,0.447,0.577,0.079,0.003,3.2359999999999998
169,video11209[1].mp4__frame132.png,0.533,0.716,0.016,0.0,0.0,2.013
170,video11209[1].mp4__frame154.png,0.124,0.312,0.709,0.149,0.028,3.611
171,video11209[1].mp4__frame176.png,0.163,0.33,0.142,0.658,0.07,4.231
172,video11209[1].mp4__frame22.png,0.0,0.004,0.905,0.004,0.003,2.754
173,video11209[1].mp4__frame44.png,0.897,0.04,0.007,0.002,0.002,1.016
174,video11209[1].mp4__frame66.png,0.068,0.852,0.163,0.013,0.001,2.318
175,video11209[1].mp4__frame88.png,0.015,0.899,0.028,0.001,0.0,1.901
176,video11210[1].mp4__frame110.png,0.86,0.069,0.139,0.005,0.0,1.435
177,video11210[1].mp4__frame132.png,0.017,0.012,0.898,0.012,0.006,2.8129999999999997
178,video11210[1].mp4__frame154.png,0.213,0.135,0.819,0.002,0.002,2.9579999999999997
179,video11210[1].mp4__frame176.png,0.096,0.209,0.834,0.0,0.001,3.021
180,video11210[1].mp4__frame22.png,0.017,0.005,0.902,0.002,0.001,2.746
181,video11210[1].mp4__frame44.png,0.214,0.005,0.762,0.261,0.018,3.644
182,video11210[1].mp4__frame66.png,0.902,0.01,0.018,0.0,0.0,0.976
183,video11210[1].mp4__frame88.png,0.902,0.001,0.024,0.0,0.0,0.976
184,video11211[2].mp4__frame110.png,0.0,0.001,0.732,0.517,0.004,4.286
185,video11211[2].mp4__frame132.png,0.0,0.0,0.21,0.857,0.015,4.133
186,video11211[2].mp4__frame154.png,0.0,0.0,0.905,0.01,0.002,2.7649999999999997
187,video11211[2].mp4__frame176.png,0.0,0.001,0.905,0.008,0.003,2.764
188,video11211[2].mp4__frame22.png,0.0,0.013,0.899,0.028,0.003,2.85
189,video11211[2].mp4__frame44.png,0.0,0.0,0.906,0.004,0.002,2.7439999999999998
190,video11211[2].mp4__frame66.png,0.0,0.001,0.886,0.099,0.008,3.0959999999999996
191,video11211[2].mp4__frame88.png,0.0,0.0,0.852,0.219,0.024,3.552
192,video11251[1].mp4__frame110.png,0.115,0.054,0.096,0.846,0.001,3.9
193,video11251[1].mp4__frame132.png,0.0,0.037,0.035,0.893,0.0,3.751
194,video11251[1].mp4__frame154.png,0.503,0.241,0.127,0.524,0.001,3.467
195,video11251[1].mp4__frame176.png,0.009,0.068,0.044,0.882,0.002,3.815
196,video11251[1].mp4__frame22.png,0.001,0.007,0.016,0.902,0.001,3.676
197,video11251[1].mp4__frame44.png,0.901,0.002,0.002,0.026,0.0,1.0150000000000001
198,video11251[1].mp4__frame66.png,0.907,0.0,0.0,0.0,0.0,0.907
199,video11251[1].mp4__frame88.png,0.867,0.056,0.042,0.088,0.0,1.4569999999999999
200,video11252[1].mp4__frame110.png,0.776,0.376,0.079,0.0,0.001,1.77
201,video11252[1].mp4__frame132.png,0.0,0.008,0.337,0.729,0.22,5.043
202,video11252[1].mp4__frame154.png,0.0,0.001,0.42,0.748,0.09,4.704
203,video11252[1].mp4__frame176.png,0.024,0.209,0.846,0.028,0.003,3.107
204,video11252[1].mp4__frame22.png,0.001,0.014,0.743,0.443,0.063,4.345000000000001
205,video11252[1].mp4__frame44.png,0.0,0.014,0.764,0.29,0.189,4.425
206,video11252[1].mp4__frame66.png,0.005,0.454,0.009,0.764,0.001,4.001
207,video11252[1].mp4__frame88.png,0.683,0.577,0.016,0.0,0.0,1.885
208,video11253[1].mp4__frame110.png,0.904,0.015,0.001,0.0,0.0,0.937
209,video11253[1].mp4__frame132.png,0.903,0.006,0.016,0.0,0.0,0.9630000000000001
210,video11253[1].mp4__frame154.png,0.111,0.484,0.696,0.009,0.0,3.203
211,video11253[1].mp4__frame176.png,0.006,0.327,0.82,0.006,0.0,3.144
212,video11253[1].mp4__frame22.png,0.002,0.131,0.879,0.005,0.0,2.921
213,video11253[1].mp4__frame44.png,0.052,0.816,0.302,0.0,0.0,2.59
214,video11253[1].mp4__frame66.png,0.847,0.043,0.216,0.0,0.0,1.581
215,video11253[1].mp4__frame88.png,0.873,0.06,0.103,0.0,0.0,1.302
216,video11254[2].mp4__frame110.png,0.028,0.421,0.741,0.074,0.005,3.4139999999999997
217,video11254[2].mp4__frame132.png,0.012,0.832,0.125,0.173,0.004,2.7630000000000003
218,video11254[2].mp4__frame154.png,0.003,0.618,0.651,0.007,0.0,3.22
219,video11254[2].mp4__frame176.png,0.151,0.875,0.0,0.002,0.0,1.909
220,video11254[2].mp4__frame22.png,0.0,0.14,0.871,0.032,0.0,3.021
221,video11254[2].mp4__frame44.png,0.008,0.689,0.366,0.259,0.007,3.555
222,video11254[2].mp4__frame66.png,0.001,0.33,0.739,0.205,0.009,3.743
223,video11254[2].mp4__frame88.png,0.092,0.889,0.001,0.0,0.0,1.873
224,video11255[2].mp4__frame110.png,0.086,0.007,0.077,0.864,0.031,3.9419999999999997
225,video11255[2].mp4__frame132.png,0.006,0.001,0.019,0.901,0.006,3.699
226,video11255[2].mp4__frame154.png,0.008,0.002,0.004,0.904,0.005,3.665
227,video11255[2].mp4__frame176.png,0.677,0.027,0.167,0.375,0.094,3.202
228,video11255[2].mp4__frame22.png,0.737,0.104,0.147,0.279,0.026,2.6319999999999997
229,video11255[2].mp4__frame44.png,0.818,0.06,0.041,0.246,0.007,2.08
230,video11255[2].mp4__frame66.png,0.436,0.005,0.377,0.497,0.095,4.04
231,video11255[2].mp4__frame88.png,0.247,0.013,0.323,0.698,0.046,4.263999999999999
232,video11256[2].mp4__frame110.png,0.874,0.007,0.016,0.128,0.005,1.4729999999999999
233,video11256[2].mp4__frame132.png,0.888,0.007,0.005,0.081,0.003,1.256
234,video11256[2].mp4__frame154.png,0.781,0.058,0.018,0.349,0.02,2.447
235,video11256[2].mp4__frame176.png,0.894,0.024,0.004,0.034,0.003,1.105
236,video11256[2].mp4__frame22.png,0.898,0.007,0.01,0.021,0.007,1.061
237,video11256[2].mp4__frame44.png,0.869,0.016,0.003,0.155,0.003,1.545
238,video11256[2].mp4__frame66.png,0.884,0.02,0.005,0.086,0.002,1.293
239,video11256[2].mp4__frame88.png,0.805,0.008,0.012,0.357,0.005,2.31
240,video11344.mp4__frame110.png,0.033,0.876,0.092,0.023,0.003,2.168
241,video11344.mp4__frame132.png,0.016,0.117,0.03,0.868,0.022,3.9219999999999997
242,video11344.mp4__frame154.png,0.0,0.26,0.057,0.829,0.002,4.0169999999999995
243,video11344.mp4__frame176.png,0.001,0.149,0.638,0.537,0.003,4.376
244,video11344.mp4__frame22.png,0.0,0.005,0.042,0.898,0.0,3.728
245,video11344.mp4__frame44.png,0.0,0.0,0.013,0.904,0.0,3.6550000000000002
246,video11344.mp4__frame66.png,0.009,0.675,0.472,0.161,0.005,3.444
247,video11344.mp4__frame88.png,0.002,0.863,0.036,0.166,0.001,2.505
248,video11345.mp4__frame110.png,0.097,0.884,0.014,0.003,0.0,1.919
249,video11345.mp4__frame132.png,0.305,0.76,0.192,0.003,0.001,2.4179999999999997
250,video11345.mp4__frame154.png,0.002,0.35,0.68,0.3,0.003,3.9570000000000003
251,video11345.mp4__frame176.png,0.004,0.68,0.2,0.44,0.001,3.729
252,video11345.mp4__frame22.png,0.328,0.817,0.021,0.0,0.001,2.03
253,video11345.mp4__frame44.png,0.009,0.523,0.699,0.051,0.004,3.3760000000000003
254,video11345.mp4__frame66.png,0.014,0.411,0.746,0.087,0.009,3.4669999999999996
255,video11345.mp4__frame88.png,0.011,0.08,0.752,0.372,0.048,4.155
256,video11346.mp4__frame110.png,0.019,0.581,0.606,0.123,0.0,3.4909999999999997
257,video11346.mp4__frame132.png,0.013,0.718,0.291,0.285,0.0,3.4619999999999997
258,video11346.mp4__frame154.png,0.007,0.082,0.46,0.727,0.001,4.4639999999999995
259,video11346.mp4__frame176.png,0.001,0.082,0.824,0.249,0.002,3.643
260,video11346.mp4__frame22.png,0.001,0.903,0.019,0.0,0.0,1.8639999999999999
261,video11346.mp4__frame44.png,0.075,0.607,0.572,0.062,0.017,3.338
262,video11346.mp4__frame66.png,0.003,0.638,0.367,0.346,0.006,3.7939999999999996
263,video11346.mp4__frame88.png,0.001,0.853,0.226,0.012,0.0,2.433
264,video11347.mp4__frame110.png,0.02,0.724,0.513,0.004,0.002,3.033
265,video11347.mp4__frame132.png,0.003,0.349,0.096,0.771,0.023,4.188000000000001
266,video11347.mp4__frame154.png,0.001,0.803,0.237,0.156,0.002,2.952
267,video11347.mp4__frame176.png,0.01,0.9,0.024,0.002,0.0,1.8900000000000001
268,video11347.mp4__frame22.png,0.001,0.458,0.287,0.614,0.003,4.249
269,video11347.mp4__frame44.png,0.002,0.319,0.789,0.101,0.006,3.441
270,video11347.mp4__frame66.png,0.004,0.749,0.444,0.057,0.0,3.0620000000000003
271,video11347.mp4__frame88.png,0.191,0.606,0.525,0.03,0.001,3.103
272,video11348.mp4__frame110.png,0.009,0.886,0.065,0.023,0.007,2.103
273,video11348.mp4__frame132.png,0.012,0.859,0.13,0.066,0.011,2.4390000000000005
274,video11348.mp4__frame154.png,0.134,0.216,0.816,0.01,0.001,3.059
275,video11348.mp4__frame176.png,0.011,0.888,0.077,0.008,0.002,2.0599999999999996
276,video11348.mp4__frame22.png,0.119,0.752,0.056,0.306,0.039,3.2099999999999995
277,video11348.mp4__frame44.png,0.111,0.809,0.246,0.011,0.011,2.5660000000000003
278,video11348.mp4__frame66.png,0.015,0.44,0.714,0.122,0.005,3.55
279,video11348.mp4__frame88.png,0.059,0.384,0.654,0.255,0.003,3.8240000000000003
280,video11349.mp4__frame110.png,0.19,0.837,0.091,0.002,0.012,2.205
281,video11349.mp4__frame132.png,0.071,0.75,0.387,0.031,0.027,2.9910000000000005
282,video11349.mp4__frame154.png,0.019,0.573,0.631,0.07,0.025,3.463
283,video11349.mp4__frame176.png,0.002,0.112,0.872,0.036,0.017,3.071
284,video11349.mp4__frame22.png,0.209,0.64,0.447,0.002,0.057,3.123
285,video11349.mp4__frame44.png,0.628,0.415,0.223,0.001,0.101,2.6359999999999997
286,video11349.mp4__frame66.png,0.256,0.76,0.163,0.001,0.087,2.704
287,video11349.mp4__frame88.png,0.001,0.817,0.041,0.29,0.02,3.018
288,video11350.mp4__frame110.png,0.032,0.03,0.249,0.831,0.001,4.168
289,video11350.mp4__frame132.png,0.731,0.49,0.031,0.012,0.0,1.8519999999999999
290,video11350.mp4__frame154.png,0.004,0.058,0.05,0.885,0.0,3.81
291,video11350.mp4__frame176.png,0.059,0.285,0.665,0.338,0.004,3.996
292,video11350.mp4__frame22.png,0.657,0.588,0.011,0.036,0.0,2.01
293,video11350.mp4__frame44.png,0.622,0.608,0.062,0.012,0.001,2.077
294,video11350.mp4__frame66.png,0.23,0.702,0.206,0.191,0.002,3.026
295,video11350.mp4__frame88.png,0.132,0.112,0.156,0.799,0.01,4.07
296,video11351.mp4__frame110.png,0.0,0.034,0.861,0.174,0.002,3.357
297,video11351.mp4__frame132.png,0.0,0.068,0.082,0.874,0.01,3.928
298,video11351.mp4__frame154.png,0.001,0.88,0.044,0.086,0.001,2.2419999999999995
299,video11351.mp4__frame176.png,0.0,0.151,0.61,0.555,0.022,4.462000000000001
300,video11351.mp4__frame22.png,0.001,0.336,0.293,0.695,0.001,4.337
301,video11351.mp4__frame44.png,0.0,0.0,0.595,0.667,0.019,4.548
302,video11351.mp4__frame66.png,0.0,0.142,0.42,0.725,0.001,4.449
303,video11351.mp4__frame88.png,0.0,0.001,0.899,0.044,0.0,2.875
304,video11352.mp4__frame110.png,0.0,0.279,0.442,0.632,0.003,4.427
305,video11352.mp4__frame132.png,0.0,0.347,0.707,0.22,0.042,3.905
306,video11352.mp4__frame154.png,0.0,0.098,0.013,0.877,0.035,3.9179999999999997
307,video11352.mp4__frame176.png,0.001,0.05,0.566,0.625,0.083,4.7139999999999995
308,video11352.mp4__frame22.png,0.0,0.003,0.036,0.899,0.002,3.7199999999999998
309,video11352.mp4__frame44.png,0.0,0.001,0.284,0.836,0.007,4.233
310,video11352.mp4__frame66.png,0.0,0.05,0.805,0.33,0.002,3.8449999999999998
311,video11352.mp4__frame88.png,0.003,0.325,0.118,0.778,0.011,4.1739999999999995
312,video11353.mp4__frame110.png,0.001,0.377,0.117,0.752,0.016,4.194
313,video11353.mp4__frame132.png,0.001,0.074,0.343,0.791,0.003,4.357
314,video11353.mp4__frame154.png,0.037,0.549,0.139,0.568,0.07,4.1739999999999995
315,video11353.mp4__frame176.png,0.0,0.137,0.329,0.67,0.215,5.016
316,video11353.mp4__frame22.png,0.009,0.106,0.057,0.786,0.27,4.886
317,video11353.mp4__frame44.png,0.008,0.487,0.033,0.622,0.205,4.593999999999999
318,video11353.mp4__frame66.png,0.0,0.498,0.265,0.594,0.006,4.197
319,video11353.mp4__frame88.png,0.001,0.156,0.227,0.738,0.171,4.801
320,video11354.mp4__frame110.png,0.0,0.079,0.002,0.891,0.0,3.728
321,video11354.mp4__frame132.png,0.0,0.03,0.596,0.659,0.0,4.484
322,video11354.mp4__frame154.png,0.0,0.04,0.068,0.885,0.002,3.8339999999999996
323,video11354.mp4__frame176.png,0.022,0.806,0.257,0.067,0.042,2.883
324,video11354.mp4__frame22.png,0.001,0.737,0.265,0.276,0.011,3.4290000000000003
325,video11354.mp4__frame44.png,0.0,0.014,0.275,0.836,0.005,4.222
326,video11354.mp4__frame66.png,0.002,0.244,0.678,0.403,0.007,4.171
