,Filename,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Predicted_Quality
28,video31403.mp4__frame22.png,0.002,0.858,0.038,0.183,0,2.564
29,video31403.mp4__frame44.png,0.106,0.871,0.011,0.054,0,2.097
30,video31403.mp4__frame66.png,0.049,0.831,0.076,0.189,0.002,2.7049999999999996
31,video31403.mp4__frame88.png,0.154,0.853,0.002,0.083,0,2.198
32,video31404.mp4__frame110.png,0.537,0.615,0.146,0.041,0.004,2.3890000000000002
33,video31404.mp4__frame132.png,0.356,0.753,0.118,0.038,0,2.3680000000000003
34,video31404.mp4__frame154.png,0.534,0.684,0.003,0.073,0.001,2.2079999999999997
35,video31404.mp4__frame176.png,0.33,0.733,0.054,0.173,0.002,2.6599999999999997
36,video31404.mp4__frame22.png,0.012,0.901,0.005,0.013,0,1.881
37,video31404.mp4__frame44.png,0.205,0.831,0.008,0.101,0.001,2.3
38,video31404.mp4__frame66.png,0.021,0.899,0.009,0.014,0,1.902
39,video31404.mp4__frame88.png,0.299,0.776,0.034,0.13,0.001,2.4779999999999998
40,video31405.mp4__frame110.png,0.035,0.871,0.11,0.023,0.005,2.2239999999999998
41,video31405.mp4__frame132.png,0.502,0.192,0.425,0.299,0,3.357
42,video31405.mp4__frame154.png,0.861,0.079,0.107,0.026,0,1.444
43,video31405.mp4__frame176.png,0.89,0.066,0.017,0.004,0,1.089
44,video31405.mp4__frame22.png,0.835,0.233,0.067,0.002,0,1.51
45,video31405.mp4__frame44.png,0.787,0.391,0.032,0.002,0,1.673
46,video31405.mp4__frame66.png,0.807,0.321,0.045,0.013,0.001,1.641
47,video31405.mp4__frame88.png,0.903,0.008,0.012,0.001,0,0.9590000000000001
48,video31406.mp4__frame110.png,0.906,0.003,0.001,0.0,0,0.915
49,video31406.mp4__frame132.png,0.418,0.095,0.745,0.009,0,2.879
50,video31406.mp4__frame154.png,0.006,0.315,0.756,0.187,0.001,3.657
51,video31406.mp4__frame176.png,0.75,0.156,0.362,0.001,0,2.1519999999999997
52,video31406.mp4__frame22.png,0.548,0.48,0.341,0.015,0.001,2.596
53,video31406.mp4__frame44.png,0.009,0.029,0.601,0.387,0.353,5.183
54,video31406.mp4__frame66.png,0.127,0.121,0.849,0.008,0,2.9479999999999995
55,video31406.mp4__frame88.png,0.645,0.549,0.12,0.005,0,2.123
56,video31407.mp4__frame110.png,0.231,0.186,0.779,0.028,0.014,3.1220000000000003
57,video31407.mp4__frame132.png,0.647,0.359,0.217,0.139,0.003,2.587
58,video31407.mp4__frame154.png,0.48,0.033,0.73,0.024,0.001,2.8369999999999997
59,video31407.mp4__frame176.png,0.646,0.162,0.505,0.02,0,2.5650000000000004
60,video31407.mp4__frame22.png,0.832,0.184,0.007,0.119,0,1.6969999999999998
61,video31407.mp4__frame44.png,0.197,0.779,0.195,0.07,0,2.62
62,video31407.mp4__frame66.png,0.112,0.003,0.883,0.002,0.001,2.78
63,video31407.mp4__frame88.png,0.257,0.174,0.764,0.064,0,3.1529999999999996
64,video31525.mp4__frame110.png,0.357,0.476,0.499,0.067,0.002,3.0839999999999996
65,video31525.mp4__frame132.png,0.011,0.894,0.008,0.04,0.01,2.033
66,video31525.mp4__frame154.png,0.049,0.4,0.75,0.062,0.001,3.3520000000000003
67,video31525.mp4__frame176.png,0.003,0.239,0.845,0.024,0.003,3.1270000000000002
68,video31525.mp4__frame22.png,0.001,0.121,0.057,0.868,0.003,3.9010000000000002
69,video31525.mp4__frame44.png,0.018,0.858,0.189,0.01,0.005,2.366
70,video31525.mp4__frame66.png,0.007,0.731,0.424,0.096,0.022,3.2349999999999994
71,video31525.mp4__frame88.png,0.164,0.794,0.253,0.002,0,2.519
72,video31526.mp4__frame110.png,0.001,0.895,0.042,0.017,0.001,1.9899999999999998
73,video31526.mp4__frame22.png,0.011,0.904,0.0,0.001,0.001,1.8279999999999998
74,video31526.mp4__frame44.png,0.042,0.861,0.093,0.077,0.001,2.356
75,video31526.mp4__frame66.png,0.298,0.701,0.313,0.007,0.002,2.677
76,video31526.mp4__frame88.png,0.174,0.851,0.051,0.021,0,2.113
77,video31527.mp4__frame110.png,0.548,0.595,0.152,0.053,0.001,2.411
78,video31527.mp4__frame132.png,0.903,0.018,0.001,0.0,0,0.9420000000000001
79,video31527.mp4__frame154.png,0.038,0.898,0.006,0.002,0,1.86
80,video31527.mp4__frame176.png,0.296,0.749,0.223,0.005,0.001,2.488
81,video31527.mp4__frame22.png,0.045,0.877,0.096,0.005,0,2.1069999999999998
82,video31527.mp4__frame44.png,0.845,0.089,0.122,0.06,0.001,1.6339999999999997
83,video31527.mp4__frame66.png,0.88,0.1,0.007,0.028,0,1.213
84,video31527.mp4__frame88.png,0.856,0.158,0.042,0.03,0.001,1.423
85,video31528.mp4__frame110.png,0.726,0.319,0.21,0.043,0.002,2.1759999999999997
86,video31528.mp4__frame132.png,0.791,0.409,0.001,0.0,0,1.6119999999999999
87,video31528.mp4__frame154.png,0.723,0.532,0.002,0.001,0,1.797
88,video31528.mp4__frame176.png,0.069,0.035,0.875,0.038,0.014,2.986
89,video31528.mp4__frame22.png,0.071,0.873,0.076,0.016,0.001,2.114
90,video31528.mp4__frame44.png,0.205,0.087,0.833,0.015,0.001,2.9429999999999996
91,video31528.mp4__frame66.png,0.259,0.385,0.65,0.062,0,3.2270000000000003
92,video31528.mp4__frame88.png,0.63,0.569,0.005,0.117,0,2.251
93,video31529.mp4__frame110.png,0.009,0.215,0.789,0.106,0.106,3.76
94,video31529.mp4__frame132.png,0.059,0.811,0.279,0.021,0.014,2.672
95,video31529.mp4__frame154.png,0.021,0.835,0.064,0.208,0.006,2.7449999999999997
96,video31529.mp4__frame176.png,0.687,0.577,0.008,0.0,0,1.865
97,video31529.mp4__frame22.png,0.0,0.013,0.335,0.815,0.005,4.316000000000001
98,video31529.mp4__frame44.png,0.0,0.0,0.577,0.352,0.45,5.388999999999999
99,video31529.mp4__frame66.png,0.0,0.0,0.878,0.135,0.006,3.2039999999999997
100,video31529.mp4__frame88.png,0.0,0.0,0.048,0.897,0.003,3.7470000000000003
101,video31530.mp4__frame110.png,0.0,0.002,0.749,0.489,0.001,4.212
102,video31530.mp4__frame132.png,0.005,0.086,0.851,0.059,0.098,3.4560000000000004
103,video31530.mp4__frame154.png,0.0,0.08,0.888,0.007,0.007,2.8870000000000005
104,video31530.mp4__frame176.png,0.0,0.03,0.898,0.016,0.002,2.828
105,video31530.mp4__frame22.png,0.0,0.001,0.906,0.001,0,2.7239999999999998
106,video31530.mp4__frame44.png,0.001,0.029,0.897,0.02,0.001,2.835
107,video31530.mp4__frame66.png,0.006,0.753,0.474,0.007,0.001,2.967
108,video31530.mp4__frame88.png,0.033,0.172,0.862,0.001,0,2.967
109,video31637.mp4__frame110.png,0.907,0.0,0.0,0.0,0,0.907
110,video31637.mp4__frame132.png,0.907,0.0,0.0,0.0,0,0.907
111,video31637.mp4__frame154.png,0.904,0.015,0.0,0.001,0,0.9380000000000001
112,video31637.mp4__frame176.png,0.907,0.0,0.0,0.0,0,0.907
113,video31637.mp4__frame22.png,0.871,0.168,0.001,0.0,0.002,1.22
114,video31637.mp4__frame44.png,0.906,0.002,0.0,0.0,0.001,0.915
115,video31637.mp4__frame66.png,0.906,0.002,0.0,0.0,0,0.91
116,video31637.mp4__frame88.png,0.905,0.01,0.0,0.001,0,0.929
117,video31638.mp4__frame110.png,0.898,0.043,0.0,0.004,0,1.0
118,video31638.mp4__frame132.png,0.906,0.002,0.0,0.0,0,0.91
119,video31638.mp4__frame154.png,0.904,0.013,0.0,0.0,0.001,0.935
120,video31638.mp4__frame176.png,0.822,0.329,0.003,0.001,0.001,1.4979999999999998
121,video31638.mp4__frame22.png,0.906,0.001,0.0,0.0,0.002,0.918
122,video31638.mp4__frame44.png,0.9,0.023,0.001,0.009,0.001,0.9900000000000001
123,video31638.mp4__frame66.png,0.906,0.004,0.0,0.0,0,0.914
124,video31638.mp4__frame88.png,0.907,0.001,0.0,0.0,0,0.909
125,video31692.mp4__frame110.png,0.045,0.68,0.557,0.005,0.001,3.1010000000000004
126,video31692.mp4__frame132.png,0.899,0.041,0.002,0.0,0,0.987
127,video31692.mp4__frame154.png,0.905,0.01,0.0,0.0,0,0.925
128,video31692.mp4__frame176.png,0.875,0.152,0.001,0.0,0,1.182
129,video31692.mp4__frame22.png,0.025,0.899,0.014,0.001,0,1.869
130,video31692.mp4__frame44.png,0.827,0.317,0.001,0.0,0,1.4639999999999997
131,video31692.mp4__frame66.png,0.857,0.223,0.001,0.0,0,1.3059999999999998
132,video31692.mp4__frame88.png,0.906,0.005,0.0,0.0,0,0.916
133,video31693.mp4__frame110.png,0.0,0.002,0.733,0.508,0.011,4.289999999999999
134,video31693.mp4__frame132.png,0.887,0.093,0.01,0.0,0,1.103
135,video31693.mp4__frame154.png,0.569,0.34,0.462,0.01,0.001,2.68
136,video31693.mp4__frame176.png,0.711,0.072,0.496,0.003,0,2.355
137,video31693.mp4__frame22.png,0.123,0.289,0.66,0.28,0.007,3.8360000000000003
138,video31693.mp4__frame44.png,0.001,0.0,0.906,0.001,0,2.723
139,video31693.mp4__frame66.png,0.907,0.001,0.0,0.0,0,0.909
140,video31693.mp4__frame88.png,0.1,0.447,0.324,0.524,0.01,4.112
141,video31694.mp4__frame110.png,0.906,0.002,0.0,0.0,0,0.91
142,video31694.mp4__frame132.png,0.888,0.096,0.002,0.001,0,1.09
143,video31694.mp4__frame154.png,0.003,0.003,0.904,0.01,0,2.761
144,video31694.mp4__frame176.png,0.0,0.0,0.898,0.045,0,2.874
145,video31694.mp4__frame22.png,0.882,0.036,0.088,0.002,0,1.226
146,video31694.mp4__frame44.png,0.902,0.027,0.0,0.0,0,0.9560000000000001
147,video31694.mp4__frame66.png,0.907,0.001,0.0,0.0,0,0.909
148,video31694.mp4__frame88.png,0.897,0.052,0.0,0.0,0,1.0010000000000001
149,video31695.mp4__frame110.png,0.446,0.773,0.003,0.0,0,2.001
150,video31695.mp4__frame132.png,0.004,0.896,0.054,0.0,0,1.958
151,video31695.mp4__frame154.png,0.264,0.725,0.311,0.0,0,2.6470000000000002
152,video31695.mp4__frame176.png,0.906,0.002,0.0,0.0,0,0.91
153,video31695.mp4__frame22.png,0.407,0.78,0.031,0.0,0,2.06
154,video31695.mp4__frame44.png,0.434,0.779,0.001,0.0,0,1.9949999999999999
155,video31695.mp4__frame66.png,0.09,0.888,0.005,0.003,0,1.893
156,video31695.mp4__frame88.png,0.854,0.151,0.087,0.0,0,1.4169999999999998
157,video31696.mp4__frame110.png,0.823,0.193,0.147,0.0,0,1.65
158,video31696.mp4__frame132.png,0.413,0.789,0.001,0.0,0,1.994
159,video31696.mp4__frame154.png,0.864,0.188,0.009,0.0,0,1.267
160,video31696.mp4__frame176.png,0.87,0.166,0.007,0.0,0,1.2229999999999999
161,video31696.mp4__frame22.png,0.335,0.816,0.015,0.003,0,2.024
162,video31696.mp4__frame44.png,0.002,0.906,0.003,0.001,0,1.827
163,video31696.mp4__frame66.png,0.01,0.905,0.001,0.0,0,1.823
164,video31696.mp4__frame88.png,0.46,0.765,0.002,0.0,0,1.996
165,video31697.mp4__frame110.png,0.016,0.473,0.752,0.001,0,3.222
166,video31697.mp4__frame132.png,0.507,0.739,0.001,0.001,0,1.9919999999999998
167,video31697.mp4__frame154.png,0.771,0.274,0.202,0.0,0,1.925
168,video31697.mp4__frame176.png,0.247,0.296,0.74,0.001,0,3.0629999999999997
169,video31697.mp4__frame22.png,0.388,0.41,0.579,0.002,0,2.953
170,video31697.mp4__frame44.png,0.055,0.137,0.866,0.001,0,2.931
171,video31697.mp4__frame66.png,0.894,0.006,0.064,0.0,0,1.098
172,video31697.mp4__frame88.png,0.015,0.028,0.899,0.001,0,2.7720000000000002
173,video31748.mp4__frame110.png,0.0,0.076,0.782,0.359,0.007,3.9690000000000003
174,video31748.mp4__frame132.png,0.016,0.128,0.849,0.105,0.006,3.2689999999999997
175,video31748.mp4__frame154.png,0.025,0.891,0.022,0.035,0,2.013
176,video31748.mp4__frame176.png,0.0,0.001,0.018,0.902,0.008,3.704
177,video31748.mp4__frame22.png,0.005,0.836,0.037,0.25,0.004,2.808
178,video31748.mp4__frame44.png,0.008,0.164,0.237,0.798,0.002,4.249
179,video31748.mp4__frame66.png,0.05,0.81,0.31,0.009,0.003,2.6510000000000002
180,video31748.mp4__frame88.png,0.002,0.637,0.314,0.392,0.016,3.866
181,video31751.mp4__frame110.png,0.0,0.007,0.53,0.667,0.106,4.8020000000000005
182,video31751.mp4__frame132.png,0.013,0.783,0.142,0.237,0.059,3.2479999999999998
183,video31751.mp4__frame154.png,0.006,0.131,0.298,0.76,0.069,4.547
184,video31751.mp4__frame176.png,0.0,0.003,0.837,0.288,0,3.6689999999999996
185,video31751.mp4__frame22.png,0.001,0.031,0.531,0.653,0.104,4.788
186,video31751.mp4__frame44.png,0.008,0.257,0.443,0.509,0.198,4.877
187,video31751.mp4__frame66.png,0.0,0.078,0.186,0.789,0.174,4.74
188,video31751.mp4__frame88.png,0.032,0.308,0.499,0.322,0.271,4.788
189,video31752.mp4__frame110.png,0.0,0.044,0.87,0.132,0,3.226
190,video31752.mp4__frame132.png,0.0,0.405,0.758,0.088,0,3.436
191,video31752.mp4__frame154.png,0.0,0.339,0.683,0.308,0.002,3.9690000000000003
192,video31752.mp4__frame176.png,0.0,0.221,0.825,0.113,0,3.3689999999999998
193,video31752.mp4__frame22.png,0.0,0.338,0.687,0.306,0,3.9610000000000003
194,video31752.mp4__frame44.png,0.0,0.068,0.888,0.028,0,2.9120000000000004
195,video31752.mp4__frame66.png,0.0,0.045,0.843,0.228,0,3.5309999999999997
196,video31752.mp4__frame88.png,0.0,0.057,0.89,0.028,0,2.896
197,video31753.mp4__frame110.png,0.0,0.212,0.846,0.05,0.002,3.1719999999999997
198,video31753.mp4__frame132.png,0.0,0.061,0.888,0.035,0,2.926
199,video31753.mp4__frame154.png,0.0,0.013,0.892,0.062,0.001,2.955
200,video31753.mp4__frame176.png,0.0,0.032,0.878,0.108,0.001,3.135
201,video31753.mp4__frame22.png,0.0,0.049,0.896,0.008,0,2.818
202,video31753.mp4__frame44.png,0.0,0.014,0.901,0.015,0,2.7910000000000004
203,video31753.mp4__frame66.png,0.0,0.03,0.899,0.014,0,2.813
204,video31753.mp4__frame88.png,0.0,0.004,0.906,0.002,0,2.734
205,video31756.mp4__frame110.png,0.0,0.001,0.902,0.024,0.003,2.819
206,video31756.mp4__frame132.png,0.0,0.006,0.901,0.027,0,2.8230000000000004
207,video31756.mp4__frame154.png,0.0,0.0,0.898,0.048,0.001,2.891
208,video31756.mp4__frame176.png,0.0,0.023,0.898,0.025,0.002,2.8499999999999996
209,video31756.mp4__frame22.png,0.0,0.0,0.893,0.073,0,2.971
210,video31756.mp4__frame44.png,0.0,0.0,0.906,0.004,0,2.734
211,video31756.mp4__frame66.png,0.0,0.002,0.905,0.008,0,2.751
212,video31756.mp4__frame88.png,0.0,0.0,0.907,0.001,0,2.725
213,video31758.mp4__frame110.png,0.0,0.001,0.232,0.849,0.02,4.194
214,video31758.mp4__frame132.png,0.0,0.0,0.099,0.885,0.013,3.902
215,video31758.mp4__frame154.png,0.0,0.0,0.145,0.876,0.007,3.974
216,video31758.mp4__frame22.png,0.001,0.014,0.362,0.781,0.068,4.579
217,video31758.mp4__frame44.png,0.0,0.0,0.19,0.863,0.011,4.077
218,video31758.mp4__frame66.png,0.006,0.001,0.52,0.722,0.014,4.526
219,video31758.mp4__frame88.png,0.0,0.0,0.101,0.883,0.018,3.925
220,video31862.mp4__frame110.png,0.536,0.693,0.001,0.026,0.031,2.1839999999999997
221,video31862.mp4__frame132.png,0.901,0.029,0.0,0.002,0,0.9670000000000001
222,video31862.mp4__frame154.png,0.901,0.029,0.0,0.001,0,0.9630000000000001
223,video31862.mp4__frame176.png,0.906,0.006,0.0,0.0,0,0.918
224,video31862.mp4__frame22.png,0.878,0.13,0.01,0.001,0,1.172
225,video31862.mp4__frame44.png,0.144,0.877,0.003,0.001,0,1.9109999999999998
226,video31862.mp4__frame66.png,0.738,0.477,0.037,0.007,0,1.831
227,video31862.mp4__frame88.png,0.155,0.849,0.055,0.046,0.001,2.207
228,video31863.mp4__frame110.png,0.84,0.213,0.064,0.007,0,1.486
229,video31863.mp4__frame132.png,0.035,0.893,0.029,0.003,0.005,1.9449999999999998
230,video31863.mp4__frame154.png,0.905,0.01,0.0,0.0,0,0.925
231,video31863.mp4__frame176.png,0.904,0.015,0.0,0.0,0,0.934
232,video31863.mp4__frame22.png,0.133,0.83,0.064,0.062,0.062,2.5429999999999997
233,video31863.mp4__frame44.png,0.866,0.189,0.001,0.001,0,1.251
234,video31863.mp4__frame66.png,0.776,0.375,0.073,0.002,0.004,1.7730000000000001
235,video31863.mp4__frame88.png,0.77,0.451,0.002,0.001,0,1.6820000000000002
236,video31864.mp4__frame110.png,0.881,0.129,0.0,0.0,0,1.139
237,video31864.mp4__frame132.png,0.901,0.03,0.001,0.002,0.001,0.9770000000000001
238,video31864.mp4__frame154.png,0.906,0.007,0.0,0.0,0,0.92
239,video31864.mp4__frame176.png,0.905,0.005,0.002,0.002,0.001,0.934
240,video31864.mp4__frame22.png,0.102,0.878,0.004,0.034,0.002,2.016
241,video31864.mp4__frame44.png,0.87,0.17,0.001,0.004,0,1.2289999999999999
242,video31864.mp4__frame66.png,0.232,0.84,0.012,0.038,0.001,2.105
243,video31864.mp4__frame88.png,0.061,0.893,0.005,0.005,0.001,1.8869999999999998
244,video31865.mp4__frame110.png,0.784,0.384,0.003,0.044,0.003,1.7519999999999998
245,video31865.mp4__frame132.png,0.902,0.023,0.001,0.001,0,0.9550000000000001
246,video31865.mp4__frame154.png,0.853,0.203,0.004,0.03,0.003,1.406
247,video31865.mp4__frame176.png,0.837,0.264,0.02,0.001,0.006,1.459
248,video31865.mp4__frame22.png,0.188,0.831,0.104,0.01,0.015,2.277
249,video31865.mp4__frame44.png,0.846,0.252,0.01,0.001,0,1.3840000000000001
250,video31865.mp4__frame66.png,0.051,0.334,0.167,0.733,0.006,4.182
251,video31865.mp4__frame88.png,0.89,0.031,0.003,0.049,0.002,1.167
252,video31866.mp4__frame110.png,0.904,0.007,0.001,0.005,0.002,0.9510000000000001
253,video31866.mp4__frame132.png,0.905,0.009,0.001,0.0,0.001,0.931
254,video31866.mp4__frame154.png,0.74,0.297,0.008,0.232,0.009,2.331
255,video31866.mp4__frame176.png,0.87,0.161,0.002,0.012,0.001,1.251
256,video31866.mp4__frame22.png,0.892,0.031,0.028,0.019,0.001,1.119
257,video31866.mp4__frame44.png,0.736,0.277,0.004,0.269,0.003,2.3930000000000002
258,video31866.mp4__frame66.png,0.906,0.006,0.0,0.0,0,0.918
259,video31866.mp4__frame88.png,0.868,0.168,0.007,0.003,0.003,1.2519999999999998
260,video31867.mp4__frame110.png,0.906,0.002,0.001,0.0,0,0.913
261,video31867.mp4__frame132.png,0.905,0.007,0.0,0.0,0,0.919
262,video31867.mp4__frame154.png,0.095,0.027,0.864,0.077,0.002,3.0589999999999997
263,video31867.mp4__frame176.png,0.9,0.031,0.003,0.0,0,0.971
264,video31867.mp4__frame22.png,0.906,0.004,0.0,0.0,0,0.914
265,video31867.mp4__frame44.png,0.695,0.459,0.034,0.12,0,2.1950000000000003
266,video31867.mp4__frame66.png,0.797,0.218,0.108,0.09,0,1.9170000000000003
267,video31867.mp4__frame88.png,0.907,0.002,0.0,0.0,0,0.911
268,video31868.mp4__frame110.png,0.619,0.616,0.05,0.017,0,2.069
269,video31868.mp4__frame132.png,0.907,0.001,0.0,0.0,0,0.909
270,video31868.mp4__frame154.png,0.906,0.003,0.0,0.0,0,0.912
271,video31868.mp4__frame176.png,0.901,0.017,0.011,0.001,0.001,0.9770000000000001
272,video31868.mp4__frame22.png,0.836,0.219,0.068,0.009,0.001,1.519
273,video31868.mp4__frame44.png,0.884,0.113,0.001,0.0,0,1.113
274,video31868.mp4__frame66.png,0.907,0.0,0.0,0.0,0,0.907
275,video31868.mp4__frame88.png,0.135,0.426,0.684,0.077,0.005,3.372
276,video31869.mp4__frame110.png,0.174,0.77,0.09,0.219,0,2.86
277,video31869.mp4__frame132.png,0.054,0.419,0.705,0.13,0.001,3.5319999999999996
278,video31869.mp4__frame154.png,0.145,0.79,0.04,0.245,0.002,2.835
279,video31869.mp4__frame176.png,0.906,0.005,0.002,0.0,0,0.922
280,video31869.mp4__frame22.png,0.583,0.673,0.012,0.012,0,2.013
281,video31869.mp4__frame44.png,0.83,0.128,0.068,0.124,0,1.7859999999999998
282,video31869.mp4__frame66.png,0.619,0.329,0.345,0.084,0,2.648
283,video31869.mp4__frame88.png,0.907,0.0,0.0,0.0,0,0.907
284,video31870.mp4__frame110.png,0.399,0.135,0.211,0.626,0.001,3.811
285,video31870.mp4__frame132.png,0.758,0.179,0.267,0.064,0,2.173
286,video31870.mp4__frame154.png,0.024,0.006,0.878,0.109,0,3.106
287,video31870.mp4__frame176.png,0.114,0.084,0.766,0.292,0.001,3.753
288,video31870.mp4__frame22.png,0.906,0.001,0.001,0.001,0,0.915
289,video31870.mp4__frame44.png,0.747,0.011,0.208,0.306,0.005,2.642
290,video31870.mp4__frame66.png,0.67,0.324,0.198,0.122,0.04,2.6000000000000005
291,video31870.mp4__frame88.png,0.244,0.003,0.815,0.114,0,3.151
292,video31871.mp4__frame110.png,0.625,0.34,0.353,0.05,0.001,2.569
293,video31871.mp4__frame132.png,0.77,0.081,0.364,0.019,0.008,2.14
294,video31871.mp4__frame154.png,0.004,0.013,0.856,0.209,0.002,3.4439999999999995
295,video31871.mp4__frame176.png,0.904,0.01,0.003,0.0,0.003,0.9480000000000001
296,video31871.mp4__frame22.png,0.868,0.045,0.064,0.077,0,1.458
297,video31871.mp4__frame44.png,0.907,0.0,0.0,0.0,0,0.907
298,video31871.mp4__frame66.png,0.855,0.181,0.031,0.022,0,1.3980000000000001
299,video31871.mp4__frame88.png,0.004,0.002,0.903,0.013,0,2.769
300,video31872.mp4__frame110.png,0.134,0.131,0.278,0.743,0.001,4.207
301,video31872.mp4__frame132.png,0.907,0.0,0.0,0.0,0,0.907
302,video31872.mp4__frame154.png,0.906,0.006,0.0,0.0,0,0.918
303,video31872.mp4__frame176.png,0.907,0.0,0.0,0.0,0,0.907
304,video31872.mp4__frame22.png,0.907,0.0,0.0,0.0,0,0.907
305,video31872.mp4__frame44.png,0.143,0.015,0.11,0.845,0,3.883
306,video31872.mp4__frame66.png,0.794,0.102,0.026,0.289,0.001,2.237
307,video31872.mp4__frame88.png,0.906,0.005,0.0,0.0,0,0.916
308,video31873.mp4__frame110.png,0.872,0.036,0.115,0.016,0,1.353
309,video31873.mp4__frame132.png,0.907,0.0,0.0,0.0,0,0.907
310,video31873.mp4__frame154.png,0.901,0.029,0.001,0.001,0,0.9660000000000001
311,video31873.mp4__frame176.png,0.907,0.0,0.0,0.0,0,0.907
312,video31873.mp4__frame22.png,0.907,0.0,0.0,0.0,0,0.907
313,video31873.mp4__frame44.png,0.847,0.029,0.116,0.119,0,1.729
314,video31873.mp4__frame66.png,0.907,0.0,0.0,0.0,0,0.907
315,video31873.mp4__frame88.png,0.907,0.0,0.0,0.0,0,0.907
316,video31926.mp4__frame110.png,0.002,0.553,0.371,0.446,0.016,4.085
317,video31926.mp4__frame132.png,0.0,0.005,0.399,0.787,0.019,4.45
318,video31926.mp4__frame154.png,0.0,0.238,0.513,0.598,0.009,4.452
319,video31926.mp4__frame176.png,0.003,0.484,0.409,0.466,0.039,4.257000000000001
320,video31926.mp4__frame22.png,0.0,0.05,0.268,0.829,0,4.22
321,video31926.mp4__frame44.png,0.046,0.733,0.466,0.023,0,3.0020000000000002
322,video31926.mp4__frame66.png,0.004,0.761,0.464,0.004,0,2.934
323,video31926.mp4__frame88.png,0.005,0.716,0.538,0.002,0.002,3.069
324,video31927.mp4__frame110.png,0.0,0.016,0.774,0.412,0.024,4.122
325,video31927.mp4__frame132.png,0.025,0.334,0.779,0.051,0.044,3.4540000000000006
326,video31927.mp4__frame154.png,0.032,0.873,0.114,0.001,0.017,2.209
327,video31927.mp4__frame176.png,0.054,0.834,0.17,0.076,0.007,2.571
328,video31927.mp4__frame22.png,0.009,0.518,0.616,0.196,0.008,3.7169999999999996
329,video31927.mp4__frame44.png,0.115,0.393,0.197,0.532,0.184,4.54
330,video31927.mp4__frame66.png,0.007,0.205,0.678,0.404,0.041,4.272
331,video31927.mp4__frame88.png,0.0,0.001,0.531,0.723,0.002,4.497
332,video31928.mp4__frame110.png,0.003,0.83,0.257,0.047,0.008,2.662
333,video31928.mp4__frame132.png,0.023,0.891,0.043,0.013,0.002,1.996
334,video31928.mp4__frame154.png,0.006,0.426,0.543,0.409,0.005,4.148000000000001
335,video31928.mp4__frame176.png,0.0,0.031,0.893,0.04,0.001,2.906
336,video31928.mp4__frame22.png,0.052,0.843,0.216,0.001,0.004,2.41
337,video31928.mp4__frame44.png,0.054,0.751,0.403,0.046,0.008,2.9890000000000003
338,video31928.mp4__frame66.png,0.004,0.033,0.19,0.849,0.027,4.170999999999999
339,video31928.mp4__frame88.png,0.0,0.003,0.896,0.052,0.002,2.912
340,video31929.mp4__frame110.png,0.856,0.216,0.009,0.003,0.001,1.3319999999999999
341,video31929.mp4__frame132.png,0.834,0.29,0.009,0.001,0.001,1.4499999999999997
