,Filename,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Predicted_Quality
54,video17512.mp4__frame110.png,0.0,0.002,0.875,0.144,0.01,3.255
55,video17512.mp4__frame132.png,0.001,0.006,0.888,0.091,0.001,3.046
56,video17512.mp4__frame154.png,0.0,0.004,0.905,0.005,0.001,2.7479999999999998
57,video17512.mp4__frame22.png,0.002,0.026,0.339,0.805,0.016,4.371
58,video17512.mp4__frame44.png,0.0,0.003,0.897,0.049,0,2.893
59,video17512.mp4__frame66.png,0.0,0.007,0.904,0.006,0,2.75
60,video17512.mp4__frame88.png,0.001,0.013,0.788,0.399,0.005,4.0120000000000005
61,video17513.mp4__frame110.png,0.379,0.337,0.639,0.004,0,2.9859999999999998
62,video17513.mp4__frame132.png,0.12,0.036,0.873,0.006,0,2.835
63,video17513.mp4__frame154.png,0.005,0.161,0.867,0.018,0.001,3.005
64,video17513.mp4__frame176.png,0.002,0.057,0.892,0.019,0,2.8680000000000003
65,video17513.mp4__frame22.png,0.0,0.003,0.899,0.039,0,2.859
66,video17513.mp4__frame44.png,0.043,0.123,0.825,0.161,0.008,3.448
67,video17513.mp4__frame66.png,0.424,0.15,0.716,0.008,0,2.904
68,video17513.mp4__frame88.png,0.441,0.44,0.314,0.234,0,3.199
69,video17514.mp4__frame110.png,0.904,0.015,0.0,0.0,0,0.934
70,video17514.mp4__frame132.png,0.003,0.038,0.659,0.589,0.001,4.417
71,video17514.mp4__frame154.png,0.0,0.006,0.334,0.819,0.002,4.3
72,video17514.mp4__frame176.png,0.0,0.001,0.903,0.017,0,2.779
73,video17514.mp4__frame22.png,0.0,0.0,0.848,0.253,0.001,3.561
74,video17514.mp4__frame44.png,0.0,0.0,0.843,0.271,0,3.613
75,video17514.mp4__frame66.png,0.007,0.034,0.888,0.053,0,2.9510000000000005
76,video17514.mp4__frame88.png,0.905,0.005,0.005,0.0,0,0.93
77,video17527.mp4__frame110.png,0.753,0.348,0.165,0.0,0,1.944
78,video17527.mp4__frame132.png,0.063,0.856,0.165,0.001,0,2.274
79,video17527.mp4__frame154.png,0.001,0.885,0.011,0.096,0.001,2.1929999999999996
80,video17527.mp4__frame176.png,0.004,0.355,0.478,0.546,0.001,4.337
81,video17527.mp4__frame22.png,0.107,0.857,0.053,0.068,0,2.252
82,video17527.mp4__frame44.png,0.017,0.869,0.128,0.033,0,2.271
83,video17527.mp4__frame66.png,0.016,0.376,0.798,0.003,0,3.174
84,video17527.mp4__frame88.png,0.14,0.26,0.8,0.004,0,3.0760000000000005
85,video17528.mp4__frame110.png,0.791,0.351,0.068,0.001,0,1.7009999999999998
86,video17528.mp4__frame132.png,0.583,0.575,0.186,0.0,0,2.291
87,video17528.mp4__frame154.png,0.82,0.318,0.025,0.0,0,1.531
88,video17528.mp4__frame176.png,0.709,0.464,0.121,0.001,0,2.004
89,video17528.mp4__frame22.png,0.757,0.469,0.011,0.0,0,1.7279999999999998
90,video17528.mp4__frame44.png,0.903,0.023,0.001,0.0,0,0.9520000000000001
91,video17528.mp4__frame66.png,0.902,0.028,0.0,0.0,0,0.9580000000000001
92,video17528.mp4__frame88.png,0.701,0.561,0.006,0.0,0,1.841
93,video17529.mp4__frame110.png,0.814,0.33,0.013,0.016,0,1.577
94,video17529.mp4__frame132.png,0.724,0.522,0.002,0.013,0,1.826
95,video17529.mp4__frame154.png,0.014,0.227,0.044,0.839,0.002,3.9659999999999997
96,video17529.mp4__frame176.png,0.015,0.201,0.782,0.236,0,3.707
97,video17529.mp4__frame22.png,0.457,0.712,0.069,0.055,0,2.3080000000000003
98,video17529.mp4__frame44.png,0.002,0.165,0.762,0.322,0.006,3.9359999999999995
99,video17529.mp4__frame66.png,0.165,0.87,0.01,0.001,0,1.939
100,video17529.mp4__frame88.png,0.861,0.053,0.135,0.023,0.002,1.474
101,video17531.mp4__frame110.png,0.003,0.014,0.142,0.872,0.007,3.98
102,video17531.mp4__frame132.png,0.895,0.059,0.003,0.0,0,1.0219999999999998
103,video17531.mp4__frame154.png,0.864,0.19,0.007,0.002,0,1.273
104,video17531.mp4__frame176.png,0.863,0.192,0.007,0.002,0,1.2759999999999998
105,video17531.mp4__frame22.png,0.019,0.885,0.091,0.001,0,2.066
106,video17531.mp4__frame44.png,0.304,0.576,0.341,0.114,0.068,3.275
107,video17531.mp4__frame66.png,0.258,0.66,0.206,0.233,0.008,3.168
108,video17531.mp4__frame88.png,0.083,0.028,0.735,0.321,0.126,4.258
109,video17532.mp4__frame110.png,0.001,0.001,0.903,0.018,0.001,2.789
110,video17532.mp4__frame132.png,0.0,0.002,0.906,0.001,0,2.726
111,video17532.mp4__frame154.png,0.755,0.389,0.105,0.009,0,1.884
112,video17532.mp4__frame176.png,0.825,0.27,0.058,0.001,0,1.543
113,video17532.mp4__frame22.png,0.001,0.0,0.896,0.054,0,2.9050000000000002
114,video17532.mp4__frame44.png,0.0,0.0,0.905,0.007,0,2.743
115,video17532.mp4__frame66.png,0.272,0.08,0.816,0.007,0,2.908
116,video17532.mp4__frame88.png,0.133,0.186,0.82,0.031,0,3.089
117,video17533.mp4__frame110.png,0.001,0.018,0.885,0.088,0.005,3.069
118,video17533.mp4__frame132.png,0.001,0.069,0.878,0.072,0.001,3.0659999999999994
119,video17533.mp4__frame154.png,0.0,0.001,0.906,0.005,0,2.7399999999999998
120,video17533.mp4__frame176.png,0.063,0.082,0.734,0.392,0.012,4.0569999999999995
121,video17533.mp4__frame22.png,0.06,0.133,0.44,0.526,0.253,5.015000000000001
122,video17533.mp4__frame44.png,0.906,0.002,0.0,0.0,0,0.91
123,video17533.mp4__frame66.png,0.002,0.001,0.904,0.013,0,2.7680000000000002
124,video17533.mp4__frame88.png,0.001,0.002,0.879,0.132,0.003,3.185
125,video17534.mp4__frame110.png,0.001,0.001,0.906,0.0,0,2.721
126,video17534.mp4__frame132.png,0.467,0.126,0.704,0.0,0,2.8310000000000004
127,video17534.mp4__frame154.png,0.828,0.308,0.009,0.001,0,1.4749999999999999
128,video17534.mp4__frame176.png,0.836,0.255,0.04,0.0,0,1.4660000000000002
129,video17534.mp4__frame22.png,0.215,0.006,0.855,0.001,0.011,2.851
130,video17534.mp4__frame44.png,0.541,0.048,0.693,0.0,0.001,2.7209999999999996
131,video17534.mp4__frame66.png,0.801,0.021,0.37,0.0,0,1.9529999999999998
132,video17534.mp4__frame88.png,0.001,0.0,0.906,0.001,0.001,2.7279999999999998
133,video17535.mp4__frame110.png,0.907,0.0,0.0,0.0,0,0.907
134,video17535.mp4__frame132.png,0.905,0.005,0.004,0.0,0,0.927
135,video17535.mp4__frame154.png,0.906,0.003,0.0,0.0,0,0.912
136,video17535.mp4__frame176.png,0.904,0.018,0.0,0.0,0,0.9400000000000001
137,video17535.mp4__frame22.png,0.877,0.144,0.002,0.0,0,1.171
138,video17535.mp4__frame44.png,0.857,0.2,0.023,0.001,0,1.33
139,video17535.mp4__frame66.png,0.895,0.053,0.012,0.0,0,1.0370000000000001
140,video17535.mp4__frame88.png,0.755,0.401,0.101,0.0,0,1.8599999999999999
141,video17536.mp4__frame110.png,0.904,0.017,0.0,0.0,0,0.9380000000000001
142,video17536.mp4__frame132.png,0.899,0.044,0.0,0.0,0,0.987
143,video17536.mp4__frame154.png,0.906,0.002,0.0,0.0,0,0.91
144,video17536.mp4__frame176.png,0.854,0.225,0.006,0.002,0,1.33
145,video17536.mp4__frame22.png,0.898,0.047,0.0,0.0,0,0.992
146,video17536.mp4__frame44.png,0.895,0.065,0.0,0.0,0,1.025
147,video17536.mp4__frame66.png,0.905,0.011,0.001,0.001,0,0.934
148,video17536.mp4__frame88.png,0.905,0.009,0.001,0.0,0,0.926
149,video17537.mp4__frame110.png,0.904,0.014,0.004,0.0,0,0.9440000000000001
150,video17537.mp4__frame132.png,0.867,0.181,0.001,0.002,0.002,1.25
151,video17537.mp4__frame154.png,0.874,0.155,0.001,0.002,0.001,1.1999999999999997
152,video17537.mp4__frame176.png,0.859,0.216,0.001,0.001,0.001,1.3029999999999997
153,video17537.mp4__frame22.png,0.881,0.126,0.001,0.0,0,1.136
154,video17537.mp4__frame44.png,0.888,0.097,0.001,0.0,0,1.085
155,video17537.mp4__frame66.png,0.834,0.298,0.001,0.0,0,1.4329999999999998
156,video17537.mp4__frame88.png,0.878,0.139,0.001,0.0,0,1.159
157,video17636.mp4__frame110.png,0.001,0.011,0.903,0.01,0.002,2.782
158,video17636.mp4__frame132.png,0.002,0.182,0.226,0.795,0.008,4.264
159,video17636.mp4__frame154.png,0.036,0.784,0.098,0.307,0.002,3.136
160,video17636.mp4__frame176.png,0.029,0.898,0.014,0.003,0,1.879
161,video17636.mp4__frame22.png,0.023,0.044,0.893,0.006,0.001,2.819
162,video17636.mp4__frame44.png,0.433,0.085,0.744,0.001,0.002,2.8489999999999998
163,video17636.mp4__frame66.png,0.446,0.696,0.083,0.056,0.03,2.461
164,video17636.mp4__frame88.png,0.104,0.705,0.34,0.17,0.002,3.2239999999999998
165,video17637.mp4__frame110.png,0.829,0.309,0.006,0.0,0,1.465
166,video17637.mp4__frame132.png,0.871,0.162,0.007,0.002,0.001,1.2289999999999999
167,video17637.mp4__frame154.png,0.873,0.153,0.008,0.002,0.001,1.216
168,video17637.mp4__frame176.png,0.87,0.164,0.007,0.002,0.001,1.2319999999999998
169,video17637.mp4__frame22.png,0.893,0.041,0.03,0.0,0,1.065
170,video17637.mp4__frame44.png,0.904,0.014,0.002,0.0,0,0.9380000000000001
171,video17637.mp4__frame66.png,0.687,0.582,0.001,0.001,0,1.8579999999999999
172,video17637.mp4__frame88.png,0.89,0.082,0.003,0.0,0,1.063
173,video17638.mp4__frame110.png,0.115,0.033,0.876,0.003,0,2.821
174,video17638.mp4__frame132.png,0.844,0.16,0.102,0.011,0,1.514
175,video17638.mp4__frame154.png,0.895,0.049,0.015,0.0,0,1.038
176,video17638.mp4__frame176.png,0.903,0.021,0.001,0.0,0,0.9480000000000001
177,video17638.mp4__frame22.png,0.219,0.044,0.846,0.001,0,2.8489999999999998
178,video17638.mp4__frame44.png,0.077,0.176,0.846,0.01,0.001,3.0119999999999996
179,video17638.mp4__frame66.png,0.039,0.135,0.736,0.374,0,4.013
180,video17638.mp4__frame88.png,0.24,0.517,0.574,0.037,0.001,3.149
181,video17639.mp4__frame110.png,0.905,0.011,0.0,0.0,0,0.927
182,video17639.mp4__frame132.png,0.305,0.804,0.08,0.005,0.001,2.178
183,video17639.mp4__frame154.png,0.824,0.326,0.001,0.0,0,1.4789999999999999
184,video17639.mp4__frame176.png,0.531,0.346,0.433,0.092,0.002,2.8999999999999995
185,video17639.mp4__frame22.png,0.025,0.038,0.876,0.084,0.004,3.085
186,video17639.mp4__frame44.png,0.005,0.906,0.0,0.0,0,1.817
187,video17639.mp4__frame66.png,0.711,0.552,0.0,0.0,0,1.815
188,video17639.mp4__frame88.png,0.009,0.579,0.658,0.048,0.003,3.3480000000000003
189,video17640.mp4__frame110.png,0.294,0.612,0.381,0.09,0.003,3.036
190,video17640.mp4__frame132.png,0.0,0.0,0.877,0.143,0,3.2030000000000003
191,video17640.mp4__frame154.png,0.0,0.0,0.905,0.011,0.001,2.764
192,video17640.mp4__frame176.png,0.126,0.881,0.001,0.0,0,1.8909999999999998
193,video17640.mp4__frame22.png,0.0,0.0,0.906,0.004,0,2.734
194,video17640.mp4__frame44.png,0.673,0.597,0.003,0.0,0,1.876
195,video17640.mp4__frame66.png,0.004,0.008,0.425,0.779,0.002,4.420999999999999
196,video17640.mp4__frame88.png,0.022,0.253,0.839,0.01,0.001,3.09
197,video17641.mp4__frame110.png,0.0,0.0,0.891,0.082,0.001,3.006
198,video17641.mp4__frame132.png,0.097,0.887,0.004,0.001,0,1.887
199,video17641.mp4__frame154.png,0.001,0.0,0.895,0.047,0.013,2.939
200,video17641.mp4__frame176.png,0.001,0.002,0.906,0.0,0,2.723
201,video17641.mp4__frame22.png,0.0,0.0,0.888,0.093,0.004,3.056
202,video17641.mp4__frame44.png,0.188,0.021,0.861,0.0,0,2.813
203,video17641.mp4__frame66.png,0.183,0.367,0.735,0.0,0,3.122
204,video17641.mp4__frame88.png,0.0,0.001,0.721,0.536,0,4.308999999999999
205,video17736.mp4__frame110.png,0.007,0.035,0.897,0.008,0.001,2.8049999999999997
206,video17736.mp4__frame132.png,0.002,0.003,0.905,0.005,0,2.743
207,video17736.mp4__frame154.png,0.0,0.001,0.905,0.006,0,2.7409999999999997
208,video17736.mp4__frame176.png,0.0,0.0,0.904,0.015,0,2.7720000000000002
209,video17736.mp4__frame22.png,0.001,0.011,0.904,0.001,0.001,2.744
210,video17736.mp4__frame44.png,0.0,0.0,0.906,0.002,0,2.726
211,video17736.mp4__frame66.png,0.0,0.327,0.815,0.027,0,3.207
212,video17736.mp4__frame88.png,0.0,0.004,0.905,0.003,0.001,2.7399999999999998
213,video17737.mp4__frame110.png,0.115,0.088,0.74,0.323,0.021,3.908
214,video17737.mp4__frame132.png,0.087,0.371,0.606,0.318,0.001,3.9240000000000004
215,video17737.mp4__frame154.png,0.281,0.171,0.777,0.009,0.001,2.9949999999999997
216,video17737.mp4__frame176.png,0.004,0.004,0.85,0.239,0.001,3.5229999999999997
217,video17737.mp4__frame22.png,0.0,0.0,0.906,0.003,0,2.73
218,video17737.mp4__frame44.png,0.026,0.008,0.894,0.033,0.001,2.8609999999999998
219,video17737.mp4__frame66.png,0.103,0.161,0.75,0.264,0,3.731
220,video17737.mp4__frame88.png,0.171,0.785,0.074,0.198,0.002,2.7649999999999997
221,video17738.mp4__frame110.png,0.906,0.001,0.001,0.0,0,0.911
222,video17738.mp4__frame22.png,0.873,0.125,0.03,0.006,0.001,1.242
223,video17738.mp4__frame44.png,0.073,0.48,0.617,0.183,0.009,3.6609999999999996
224,video17738.mp4__frame66.png,0.517,0.619,0.19,0.014,0.009,2.426
225,video17738.mp4__frame88.png,0.125,0.136,0.811,0.082,0.036,3.338
226,video17739.mp4__frame110.png,0.461,0.107,0.714,0.006,0.001,2.846
227,video17739.mp4__frame22.png,0.0,0.003,0.904,0.011,0,2.762
228,video17739.mp4__frame44.png,0.151,0.014,0.87,0.009,0.001,2.8299999999999996
229,video17739.mp4__frame66.png,0.907,0.0,0.0,0.0,0,0.907
230,video17739.mp4__frame88.png,0.907,0.001,0.0,0.0,0,0.909
231,video17740.mp4__frame110.png,0.821,0.255,0.081,0.008,0,1.6059999999999999
232,video17740.mp4__frame22.png,0.37,0.706,0.157,0.082,0.001,2.586
233,video17740.mp4__frame44.png,0.9,0.035,0.001,0.0,0,0.973
234,video17740.mp4__frame66.png,0.905,0.011,0.002,0.0,0,0.933
235,video17740.mp4__frame88.png,0.725,0.497,0.026,0.019,0,1.873
236,video17741.mp4__frame110.png,0.31,0.445,0.532,0.097,0.021,3.289
237,video17741.mp4__frame22.png,0.9,0.036,0.0,0.0,0.001,0.977
238,video17741.mp4__frame44.png,0.904,0.009,0.006,0.0,0,0.9400000000000001
239,video17741.mp4__frame66.png,0.282,0.157,0.754,0.077,0,3.166
240,video17741.mp4__frame88.png,0.73,0.456,0.082,0.007,0,1.916
241,video17742.mp4__frame110.png,0.422,0.784,0.001,0.001,0,1.9969999999999999
242,video17742.mp4__frame22.png,0.344,0.81,0.02,0.004,0,2.04
243,video17742.mp4__frame44.png,0.048,0.873,0.108,0.005,0.002,2.1479999999999997
244,video17742.mp4__frame66.png,0.391,0.098,0.757,0.008,0,2.8899999999999997
245,video17742.mp4__frame88.png,0.608,0.662,0.004,0.002,0,1.952
246,video17743.mp4__frame110.png,0.049,0.702,0.386,0.169,0.012,3.347
247,video17743.mp4__frame22.png,0.017,0.746,0.458,0.031,0.002,3.017
248,video17743.mp4__frame44.png,0.889,0.062,0.027,0.001,0.001,1.1029999999999998
249,video17743.mp4__frame66.png,0.131,0.861,0.061,0.018,0.002,2.118
250,video17743.mp4__frame88.png,0.857,0.214,0.008,0.002,0,1.317
251,video17744.mp4__frame110.png,0.01,0.367,0.474,0.534,0.003,4.316999999999999
252,video17744.mp4__frame22.png,0.003,0.483,0.39,0.512,0.001,4.191999999999999
253,video17744.mp4__frame44.png,0.283,0.322,0.642,0.117,0.006,3.351
254,video17744.mp4__frame66.png,0.419,0.771,0.029,0.01,0.002,2.098
255,video17744.mp4__frame88.png,0.883,0.081,0.025,0.013,0.001,1.1769999999999998
256,video17745.mp4__frame110.png,0.504,0.697,0.087,0.006,0.001,2.1879999999999997
257,video17745.mp4__frame22.png,0.001,0.01,0.141,0.873,0.009,3.981
258,video17745.mp4__frame44.png,0.0,0.037,0.118,0.874,0.004,3.944
259,video17745.mp4__frame66.png,0.744,0.121,0.394,0.002,0.01,2.226
260,video17745.mp4__frame88.png,0.067,0.733,0.465,0.002,0,2.936
261,video18020.mp4__frame110.png,0.015,0.703,0.45,0.135,0,3.311
262,video18020.mp4__frame132.png,0.895,0.037,0.026,0.0,0,1.047
263,video18020.mp4__frame154.png,0.188,0.776,0.276,0.001,0,2.572
264,video18020.mp4__frame176.png,0.0,0.097,0.321,0.792,0.001,4.33
265,video18020.mp4__frame22.png,0.0,0.075,0.006,0.891,0,3.732
266,video18020.mp4__frame44.png,0.029,0.895,0.03,0.004,0,1.925
267,video18020.mp4__frame66.png,0.011,0.683,0.504,0.104,0.004,3.325
268,video18020.mp4__frame88.png,0.0,0.421,0.748,0.091,0.001,3.4549999999999996
269,video18021.mp4__frame110.png,0.0,0.001,0.906,0.003,0,2.7319999999999998
270,video18021.mp4__frame132.png,0.0,0.0,0.902,0.027,0,2.814
271,video18021.mp4__frame154.png,0.819,0.3,0.047,0.0,0,1.56
272,video18021.mp4__frame176.png,0.891,0.075,0.007,0.0,0,1.0619999999999998
273,video18021.mp4__frame22.png,0.055,0.892,0.021,0.001,0,1.906
274,video18021.mp4__frame44.png,0.007,0.905,0.003,0.0,0,1.8259999999999998
275,video18021.mp4__frame66.png,0.053,0.873,0.11,0.002,0,2.137
276,video18021.mp4__frame88.png,0.0,0.001,0.903,0.02,0,2.791
277,video18022.mp4__frame110.png,0.066,0.653,0.58,0.001,0,3.116
278,video18022.mp4__frame132.png,0.035,0.84,0.243,0.005,0,2.464
279,video18022.mp4__frame154.png,0.014,0.388,0.79,0.015,0,3.22
280,video18022.mp4__frame176.png,0.027,0.07,0.888,0.002,0,2.839
281,video18022.mp4__frame22.png,0.279,0.17,0.782,0.0,0,2.965
282,video18022.mp4__frame44.png,0.006,0.64,0.63,0.004,0,3.192
283,video18022.mp4__frame66.png,0.518,0.449,0.406,0.021,0,2.718
284,video18022.mp4__frame88.png,0.109,0.116,0.856,0.003,0,2.9210000000000003
285,video18023.mp4__frame110.png,0.472,0.087,0.678,0.083,0,3.012
286,video18023.mp4__frame132.png,0.897,0.051,0.001,0.0,0,1.002
287,video18023.mp4__frame154.png,0.905,0.005,0.003,0.0,0.001,0.929
288,video18023.mp4__frame176.png,0.706,0.02,0.512,0.031,0.014,2.476
289,video18023.mp4__frame22.png,0.01,0.02,0.04,0.891,0.011,3.789
290,video18023.mp4__frame44.png,0.158,0.009,0.523,0.635,0.011,4.34
291,video18023.mp4__frame66.png,0.767,0.285,0.12,0.08,0.001,2.022
292,video18023.mp4__frame88.png,0.907,0.002,0.0,0.0,0,0.911
293,video18143.mp4__frame110.png,0.855,0.167,0.063,0.002,0,1.3860000000000001
294,video18143.mp4__frame132.png,0.893,0.033,0.038,0.0,0,1.073
295,video18143.mp4__frame154.png,0.803,0.319,0.07,0.001,0,1.655
296,video18143.mp4__frame176.png,0.884,0.069,0.047,0.001,0,1.167
297,video18143.mp4__frame22.png,0.003,0.905,0.004,0.002,0,1.833
298,video18143.mp4__frame44.png,0.898,0.045,0.001,0.001,0.002,1.005
299,video18143.mp4__frame66.png,0.498,0.35,0.514,0.018,0.011,2.8670000000000004
300,video18143.mp4__frame88.png,0.007,0.433,0.76,0.04,0.003,3.3280000000000007
301,video18165.mp4__frame110.png,0.011,0.154,0.872,0.001,0,2.939
302,video18165.mp4__frame132.png,0.84,0.261,0.007,0.01,0.005,1.448
303,video18165.mp4__frame154.png,0.905,0.01,0.0,0.0,0,0.925
304,video18165.mp4__frame176.png,0.873,0.153,0.004,0.004,0,1.207
305,video18165.mp4__frame22.png,0.634,0.596,0.019,0.037,0.018,2.121
306,video18165.mp4__frame44.png,0.906,0.004,0.001,0.0,0,0.917
307,video18165.mp4__frame66.png,0.696,0.336,0.288,0.004,0,2.2479999999999998
308,video18165.mp4__frame88.png,0.0,0.002,0.906,0.003,0,2.734
309,video18166.mp4__frame110.png,0.003,0.044,0.82,0.296,0.001,3.74
310,video18166.mp4__frame132.png,0.002,0.048,0.892,0.004,0.026,2.92
311,video18166.mp4__frame154.png,0.002,0.083,0.89,0.001,0,2.842
312,video18166.mp4__frame176.png,0.391,0.68,0.21,0.053,0.002,2.603
313,video18166.mp4__frame22.png,0.004,0.007,0.902,0.003,0.013,2.8009999999999997
314,video18166.mp4__frame44.png,0.61,0.201,0.531,0.003,0.002,2.627
315,video18166.mp4__frame66.png,0.362,0.233,0.695,0.021,0.015,3.0720000000000005
316,video18166.mp4__frame88.png,0.0,0.001,0.873,0.161,0,3.2649999999999997
317,video18167.mp4__frame110.png,0.0,0.006,0.806,0.365,0.004,3.91
318,video18167.mp4__frame132.png,0.001,0.028,0.855,0.177,0.028,3.47
319,video18167.mp4__frame154.png,0.018,0.139,0.859,0.06,0.001,3.1180000000000003
320,video18167.mp4__frame176.png,0.018,0.558,0.574,0.01,0.195,3.871
321,video18167.mp4__frame22.png,0.001,0.036,0.9,0.001,0.001,2.782
322,video18167.mp4__frame44.png,0.037,0.3,0.821,0.001,0.001,3.109
323,video18167.mp4__frame66.png,0.0,0.0,0.865,0.189,0.006,3.381
324,video18167.mp4__frame88.png,0.0,0.0,0.905,0.012,0,2.763
325,video18169.mp4__frame110.png,0.542,0.708,0.013,0.004,0.001,2.018
326,video18169.mp4__frame132.png,0.01,0.197,0.592,0.404,0.189,4.741
327,video18169.mp4__frame154.png,0.02,0.301,0.719,0.266,0,3.843
328,video18169.mp4__frame176.png,0.002,0.104,0.879,0.03,0.001,2.972
329,video18169.mp4__frame22.png,0.873,0.038,0.101,0.001,0.024,1.376
330,video18169.mp4__frame44.png,0.9,0.015,0.019,0.001,0.001,0.9960000000000001
331,video18169.mp4__frame66.png,0.765,0.303,0.089,0.093,0.007,2.045
332,video18169.mp4__frame88.png,0.405,0.428,0.268,0.331,0.004,3.4090000000000003
333,video18171.mp4__frame110.png,0.001,0.003,0.886,0.103,0,3.077
334,video18171.mp4__frame132.png,0.0,0.001,0.9,0.036,0.001,2.851
335,video18171.mp4__frame154.png,0.001,0.077,0.877,0.063,0.008,3.0780000000000003
336,video18171.mp4__frame176.png,0.0,0.0,0.903,0.021,0,2.793
337,video18171.mp4__frame22.png,0.022,0.891,0.049,0.0,0.013,2.016
338,video18171.mp4__frame44.png,0.376,0.724,0.181,0.011,0.003,2.426
339,video18171.mp4__frame66.png,0.0,0.119,0.88,0.015,0,2.938
340,video18171.mp4__frame88.png,0.013,0.075,0.824,0.244,0.002,3.6209999999999996
341,video18172.mp4__frame110.png,0.001,0.034,0.809,0.279,0.063,3.927
342,video18172.mp4__frame132.png,0.0,0.0,0.707,0.545,0.018,4.391
343,video18172.mp4__frame154.png,0.0,0.001,0.804,0.361,0.023,3.973
