,Filename,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Predicted_Quality
0,video23796.mp4__frame66.png,0.013,0.767,0.221,0.232,0.022,3.2479999999999998
1,video23796.mp4__frame88.png,0.016,0.084,0.032,0.88,0.004,3.82
2,video23797.mp4__frame110.png,0.165,0.151,0.827,0.009,0.001,2.989
3,video23797.mp4__frame132.png,0.03,0.484,0.142,0.668,0.0,4.096
4,video23797.mp4__frame154.png,0.009,0.892,0.043,0.026,0.0,2.026
5,video23797.mp4__frame176.png,0.107,0.88,0.018,0.011,0.0,1.965
6,video23797.mp4__frame22.png,0.0,0.0,0.888,0.098,0.0,3.056
7,video23797.mp4__frame44.png,0.0,0.0,0.884,0.112,0.001,3.105
8,video23797.mp4__frame66.png,0.287,0.45,0.615,0.012,0.0,3.08
9,video23797.mp4__frame88.png,0.686,0.372,0.153,0.123,0.001,2.386
10,video23798.mp4__frame110.png,0.093,0.225,0.696,0.316,0.001,3.9000000000000004
11,video23798.mp4__frame132.png,0.002,0.029,0.7,0.545,0.0,4.34
12,video23798.mp4__frame154.png,0.002,0.009,0.841,0.266,0.0,3.6069999999999998
13,video23798.mp4__frame176.png,0.002,0.014,0.883,0.103,0.0,3.0909999999999997
14,video23798.mp4__frame22.png,0.025,0.838,0.253,0.01,0.001,2.505
15,video23798.mp4__frame44.png,0.004,0.076,0.88,0.053,0.0,3.0080000000000005
16,video23798.mp4__frame66.png,0.001,0.02,0.894,0.045,0.0,2.903
17,video23798.mp4__frame88.png,0.005,0.18,0.822,0.158,0.001,3.4679999999999995
18,video23799.mp4__frame110.png,0.015,0.065,0.699,0.51,0.0,4.282
19,video23799.mp4__frame132.png,0.001,0.018,0.808,0.352,0.0,3.869
20,video23799.mp4__frame154.png,0.002,0.006,0.649,0.622,0.0,4.449
21,video23799.mp4__frame176.png,0.0,0.011,0.707,0.549,0.0,4.339
22,video23799.mp4__frame22.png,0.015,0.076,0.503,0.698,0.002,4.478
23,video23799.mp4__frame44.png,0.104,0.13,0.826,0.099,0.001,3.2429999999999994
24,video23799.mp4__frame66.png,0.048,0.191,0.478,0.633,0.001,4.401
25,video23799.mp4__frame88.png,0.028,0.033,0.557,0.675,0.001,4.470000000000001
26,video23835.mp4__frame110.png,0.05,0.718,0.328,0.21,0.001,3.3149999999999995
27,video23835.mp4__frame132.png,0.007,0.264,0.006,0.837,0.015,3.976
28,video23835.mp4__frame154.png,0.006,0.382,0.645,0.322,0.0,3.9930000000000003
29,video23835.mp4__frame176.png,0.005,0.101,0.332,0.785,0.0,4.343
30,video23835.mp4__frame22.png,0.0,0.024,0.028,0.897,0.001,3.725
31,video23835.mp4__frame44.png,0.001,0.001,0.636,0.638,0.001,4.468
32,video23835.mp4__frame66.png,0.001,0.309,0.097,0.797,0.0,4.098
33,video23835.mp4__frame88.png,0.003,0.157,0.769,0.319,0.001,3.9050000000000002
34,video23836.mp4__frame110.png,0.0,0.005,0.856,0.219,0.002,3.4639999999999995
35,video23836.mp4__frame132.png,0.0,0.001,0.899,0.039,0.0,2.855
36,video23836.mp4__frame154.png,0.0,0.0,0.873,0.163,0.0,3.271
37,video23836.mp4__frame176.png,0.002,0.06,0.814,0.286,0.015,3.7829999999999995
38,video23836.mp4__frame22.png,0.05,0.063,0.873,0.044,0.005,2.996
39,video23836.mp4__frame44.png,0.002,0.085,0.883,0.031,0.001,2.95
40,video23836.mp4__frame66.png,0.045,0.357,0.784,0.018,0.018,3.273
41,video23836.mp4__frame88.png,0.001,0.087,0.874,0.009,0.063,3.1479999999999997
42,video23837.mp4__frame110.png,0.88,0.111,0.022,0.0,0.001,1.173
43,video23837.mp4__frame132.png,0.744,0.007,0.401,0.019,0.098,2.527
44,video23837.mp4__frame154.png,0.005,0.006,0.398,0.648,0.297,5.288
45,video23837.mp4__frame176.png,0.795,0.397,0.002,0.0,0.001,1.5999999999999999
46,video23837.mp4__frame22.png,0.0,0.0,0.157,0.872,0.008,3.999
47,video23837.mp4__frame44.png,0.002,0.001,0.869,0.173,0.003,3.318
48,video23837.mp4__frame66.png,0.006,0.366,0.371,0.59,0.051,4.466
49,video23837.mp4__frame88.png,0.138,0.006,0.789,0.248,0.043,3.7239999999999998
50,video23839.mp4__frame110.png,0.0,0.0,0.002,0.906,0.0,3.63
51,video23839.mp4__frame132.png,0.0,0.0,0.395,0.797,0.0,4.373
52,video23839.mp4__frame154.png,0.0,0.001,0.642,0.632,0.002,4.466
53,video23839.mp4__frame176.png,0.0,0.004,0.903,0.019,0.0,2.793
54,video23839.mp4__frame22.png,0.0,0.0,0.906,0.003,0.0,2.73
55,video23839.mp4__frame44.png,0.0,0.001,0.818,0.341,0.003,3.8349999999999995
56,video23839.mp4__frame66.png,0.0,0.001,0.873,0.162,0.0,3.2689999999999997
57,video23839.mp4__frame88.png,0.0,0.0,0.395,0.796,0.004,4.388999999999999
58,video23875.mp4__frame110.png,0.001,0.377,0.797,0.02,0.002,3.2359999999999998
59,video23875.mp4__frame132.png,0.0,0.421,0.642,0.29,0.0,3.928
60,video23875.mp4__frame154.png,0.679,0.489,0.133,0.013,0.001,2.113
61,video23875.mp4__frame176.png,0.349,0.811,0.012,0.003,0.001,2.024
62,video23875.mp4__frame22.png,0.857,0.152,0.074,0.001,0.001,1.392
63,video23875.mp4__frame44.png,0.374,0.706,0.222,0.006,0.005,2.501
64,video23875.mp4__frame66.png,0.002,0.139,0.84,0.145,0.001,3.385
65,video23875.mp4__frame88.png,0.003,0.244,0.842,0.029,0.001,3.138
66,video23876.mp4__frame110.png,0.046,0.898,0.002,0.0,0.0,1.848
67,video23876.mp4__frame132.png,0.848,0.23,0.024,0.003,0.001,1.397
68,video23876.mp4__frame154.png,0.705,0.556,0.004,0.001,0.0,1.8330000000000002
69,video23876.mp4__frame176.png,0.884,0.105,0.009,0.0,0.0,1.121
70,video23876.mp4__frame22.png,0.146,0.872,0.018,0.003,0.001,1.9609999999999999
71,video23876.mp4__frame44.png,0.854,0.227,0.004,0.002,0.0,1.328
72,video23876.mp4__frame66.png,0.643,0.625,0.01,0.003,0.0,1.935
73,video23876.mp4__frame88.png,0.888,0.09,0.005,0.001,0.0,1.087
74,video23877.mp4__frame110.png,0.006,0.048,0.502,0.715,0.006,4.498
75,video23877.mp4__frame132.png,0.008,0.307,0.705,0.297,0.001,3.9299999999999997
76,video23877.mp4__frame154.png,0.012,0.815,0.143,0.206,0.001,2.8999999999999995
77,video23877.mp4__frame176.png,0.014,0.901,0.014,0.004,0.0,1.874
78,video23877.mp4__frame22.png,0.046,0.377,0.782,0.013,0.003,3.213
79,video23877.mp4__frame44.png,0.665,0.567,0.063,0.002,0.0,1.996
80,video23877.mp4__frame66.png,0.778,0.433,0.004,0.001,0.0,1.6600000000000001
81,video23877.mp4__frame88.png,0.014,0.454,0.711,0.105,0.012,3.535
82,video23878.mp4__frame110.png,0.041,0.899,0.0,0.001,0.0,1.843
83,video23878.mp4__frame132.png,0.726,0.521,0.001,0.009,0.0,1.807
84,video23878.mp4__frame154.png,0.491,0.744,0.009,0.004,0.0,2.0220000000000002
85,video23878.mp4__frame176.png,0.772,0.444,0.005,0.001,0.0,1.679
86,video23878.mp4__frame22.png,0.195,0.863,0.006,0.002,0.0,1.947
87,video23878.mp4__frame44.png,0.32,0.811,0.013,0.031,0.002,2.1149999999999998
88,video23878.mp4__frame66.png,0.172,0.835,0.103,0.025,0.002,2.2609999999999997
89,video23878.mp4__frame88.png,0.032,0.9,0.002,0.005,0.0,1.858
90,video23879.mp4__frame110.png,0.258,0.779,0.197,0.002,0.001,2.42
91,video23879.mp4__frame132.png,0.174,0.784,0.182,0.089,0.004,2.664
92,video23879.mp4__frame154.png,0.048,0.89,0.032,0.007,0.001,1.957
93,video23879.mp4__frame176.png,0.009,0.873,0.128,0.025,0.0,2.239
94,video23879.mp4__frame22.png,0.724,0.468,0.071,0.002,0.012,1.9410000000000003
95,video23879.mp4__frame44.png,0.079,0.874,0.029,0.051,0.001,2.1229999999999998
96,video23879.mp4__frame66.png,0.341,0.789,0.008,0.078,0.0,2.255
97,video23879.mp4__frame88.png,0.012,0.812,0.342,0.006,0.003,2.701
98,video23880.mp4__frame110.png,0.047,0.895,0.01,0.004,0.0,1.883
99,video23880.mp4__frame132.png,0.797,0.396,0.001,0.0,0.0,1.5919999999999999
100,video23880.mp4__frame154.png,0.186,0.867,0.001,0.001,0.0,1.9269999999999998
101,video23880.mp4__frame176.png,0.388,0.713,0.202,0.0,0.003,2.435
102,video23880.mp4__frame22.png,0.139,0.877,0.005,0.001,0.0,1.912
103,video23880.mp4__frame44.png,0.875,0.152,0.002,0.0,0.0,1.185
104,video23880.mp4__frame66.png,0.366,0.806,0.007,0.001,0.0,2.003
105,video23880.mp4__frame88.png,0.204,0.852,0.03,0.011,0.0,2.042
106,video23881.mp4__frame110.png,0.079,0.727,0.38,0.1,0.008,3.113
107,video23881.mp4__frame22.png,0.0,0.0,0.46,0.766,0.0,4.444
108,video23881.mp4__frame44.png,0.053,0.071,0.882,0.002,0.0,2.8489999999999998
109,video23881.mp4__frame66.png,0.041,0.113,0.86,0.062,0.001,3.0999999999999996
110,video23881.mp4__frame88.png,0.0,0.001,0.582,0.687,0.001,4.501
111,video23882.mp4__frame110.png,0.161,0.16,0.825,0.014,0.0,3.0119999999999996
112,video23882.mp4__frame22.png,0.0,0.001,0.872,0.167,0.0,3.286
113,video23882.mp4__frame44.png,0.002,0.009,0.818,0.334,0.001,3.8149999999999995
114,video23882.mp4__frame66.png,0.0,0.001,0.899,0.04,0.0,2.859
115,video23882.mp4__frame88.png,0.006,0.007,0.494,0.742,0.0,4.47
116,video23883.mp4__frame110.png,0.225,0.335,0.422,0.434,0.018,3.987
117,video23883.mp4__frame22.png,0.036,0.826,0.266,0.02,0.006,2.5959999999999996
118,video23883.mp4__frame44.png,0.065,0.826,0.218,0.044,0.003,2.5620000000000003
119,video23883.mp4__frame66.png,0.036,0.888,0.031,0.029,0.0,2.021
120,video23883.mp4__frame88.png,0.003,0.14,0.866,0.05,0.001,3.086
121,video23884.mp4__frame110.png,0.355,0.432,0.571,0.027,0.001,3.0449999999999995
122,video23884.mp4__frame22.png,0.876,0.015,0.113,0.009,0.012,1.3410000000000002
123,video23884.mp4__frame44.png,0.841,0.033,0.238,0.007,0.001,1.654
124,video23884.mp4__frame66.png,0.303,0.591,0.449,0.031,0.002,2.9659999999999997
125,video23884.mp4__frame88.png,0.156,0.49,0.624,0.084,0.001,3.3489999999999998
126,video23961.mp4__frame110.png,0.0,0.0,0.907,0.001,0.0,2.725
127,video23961.mp4__frame132.png,0.638,0.624,0.021,0.001,0.001,1.958
128,video23961.mp4__frame154.png,0.906,0.004,0.001,0.0,0.0,0.917
129,video23961.mp4__frame176.png,0.581,0.656,0.051,0.007,0.002,2.0839999999999996
130,video23961.mp4__frame22.png,0.015,0.098,0.884,0.003,0.001,2.88
131,video23961.mp4__frame44.png,0.003,0.852,0.232,0.003,0.002,2.425
132,video23961.mp4__frame66.png,0.0,0.09,0.793,0.269,0.065,3.9600000000000004
133,video23961.mp4__frame88.png,0.0,0.002,0.89,0.076,0.012,3.038
134,video23962.mp4__frame110.png,0.871,0.012,0.133,0.011,0.015,1.413
135,video23962.mp4__frame132.png,0.85,0.158,0.04,0.041,0.013,1.515
136,video23962.mp4__frame154.png,0.899,0.007,0.007,0.028,0.002,1.056
137,video23962.mp4__frame176.png,0.9,0.002,0.03,0.0,0.004,1.014
138,video23962.mp4__frame22.png,0.904,0.001,0.016,0.0,0.0,0.9540000000000001
139,video23962.mp4__frame44.png,0.904,0.008,0.007,0.001,0.001,0.9500000000000001
140,video23962.mp4__frame66.png,0.884,0.06,0.009,0.018,0.028,1.2429999999999999
141,video23962.mp4__frame88.png,0.907,0.0,0.0,0.0,0.0,0.907
142,video23963.mp4__frame110.png,0.535,0.001,0.717,0.007,0.004,2.7359999999999998
143,video23963.mp4__frame132.png,0.836,0.004,0.274,0.003,0.015,1.753
144,video23963.mp4__frame154.png,0.605,0.001,0.593,0.05,0.075,2.9610000000000003
145,video23963.mp4__frame176.png,0.864,0.001,0.193,0.002,0.003,1.4679999999999997
146,video23963.mp4__frame22.png,0.906,0.0,0.003,0.0,0.0,0.915
147,video23963.mp4__frame44.png,0.883,0.007,0.093,0.011,0.007,1.2550000000000001
148,video23963.mp4__frame66.png,0.095,0.001,0.887,0.006,0.002,2.792
149,video23963.mp4__frame88.png,0.893,0.001,0.065,0.005,0.001,1.115
150,video23964.mp4__frame110.png,0.09,0.24,0.818,0.018,0.007,3.131
151,video23964.mp4__frame132.png,0.711,0.435,0.141,0.01,0.004,2.064
152,video23964.mp4__frame154.png,0.082,0.591,0.626,0.013,0.0,3.1940000000000004
153,video23964.mp4__frame176.png,0.028,0.831,0.193,0.068,0.026,2.6710000000000003
154,video23964.mp4__frame22.png,0.656,0.175,0.49,0.005,0.005,2.521
155,video23964.mp4__frame44.png,0.845,0.168,0.098,0.002,0.001,1.488
156,video23964.mp4__frame66.png,0.712,0.511,0.052,0.001,0.001,1.8989999999999998
157,video23964.mp4__frame88.png,0.773,0.347,0.08,0.027,0.012,1.8750000000000002
158,video23965.mp4__frame110.png,0.07,0.874,0.088,0.003,0.0,2.094
159,video23965.mp4__frame132.png,0.566,0.615,0.098,0.026,0.025,2.319
160,video23965.mp4__frame154.png,0.127,0.861,0.034,0.047,0.003,2.1540000000000004
161,video23965.mp4__frame176.png,0.83,0.23,0.077,0.007,0.004,1.569
162,video23965.mp4__frame22.png,0.001,0.011,0.891,0.058,0.014,2.998
163,video23965.mp4__frame44.png,0.066,0.825,0.088,0.17,0.012,2.72
164,video23965.mp4__frame66.png,0.244,0.843,0.027,0.004,0.0,2.027
165,video23965.mp4__frame88.png,0.781,0.424,0.007,0.001,0.0,1.654
166,video24004.mp4__frame110.png,0.239,0.008,0.352,0.709,0.005,4.172000000000001
167,video24004.mp4__frame132.png,0.117,0.002,0.72,0.445,0.004,4.0809999999999995
168,video24004.mp4__frame154.png,0.505,0.034,0.7,0.05,0.002,2.8829999999999996
169,video24004.mp4__frame176.png,0.017,0.002,0.873,0.143,0.002,3.2219999999999995
170,video24004.mp4__frame22.png,0.071,0.022,0.695,0.478,0.04,4.312
171,video24004.mp4__frame44.png,0.273,0.331,0.301,0.509,0.013,3.939
172,video24004.mp4__frame66.png,0.093,0.007,0.43,0.677,0.126,4.735
173,video24004.mp4__frame88.png,0.649,0.034,0.365,0.244,0.07,3.1380000000000003
174,video24005.mp4__frame110.png,0.729,0.253,0.286,0.021,0.009,2.222
175,video24005.mp4__frame132.png,0.456,0.573,0.324,0.028,0.001,2.691
176,video24005.mp4__frame154.png,0.01,0.526,0.455,0.392,0.01,4.045
177,video24005.mp4__frame176.png,0.137,0.052,0.725,0.379,0.002,3.9419999999999997
178,video24005.mp4__frame22.png,0.794,0.307,0.072,0.038,0.0,1.7759999999999998
179,video24005.mp4__frame44.png,0.14,0.025,0.835,0.133,0.004,3.247
180,video24005.mp4__frame66.png,0.017,0.896,0.032,0.007,0.001,1.938
181,video24005.mp4__frame88.png,0.298,0.674,0.182,0.197,0.001,2.9850000000000003
182,video24006.mp4__frame110.png,0.064,0.866,0.026,0.101,0.001,2.283
183,video24006.mp4__frame132.png,0.066,0.616,0.557,0.046,0.051,3.4080000000000004
184,video24006.mp4__frame154.png,0.651,0.589,0.013,0.044,0.0,2.044
185,video24006.mp4__frame176.png,0.645,0.531,0.038,0.112,0.0,2.269
186,video24006.mp4__frame22.png,0.078,0.891,0.002,0.0,0.0,1.866
187,video24006.mp4__frame44.png,0.056,0.895,0.005,0.001,0.0,1.865
188,video24006.mp4__frame66.png,0.103,0.886,0.001,0.0,0.0,1.878
189,video24006.mp4__frame88.png,0.01,0.85,0.218,0.018,0.002,2.4459999999999997
190,video24007.mp4__frame110.png,0.018,0.899,0.003,0.021,0.0,1.909
191,video24007.mp4__frame132.png,0.087,0.865,0.082,0.024,0.003,2.174
192,video24007.mp4__frame154.png,0.162,0.866,0.022,0.006,0.0,1.984
193,video24007.mp4__frame176.png,0.149,0.84,0.123,0.013,0.001,2.255
194,video24007.mp4__frame22.png,0.248,0.842,0.023,0.003,0.001,2.018
195,video24007.mp4__frame44.png,0.121,0.882,0.0,0.001,0.0,1.889
196,video24007.mp4__frame66.png,0.36,0.811,0.001,0.002,0.0,1.993
197,video24007.mp4__frame88.png,0.747,0.496,0.0,0.0,0.0,1.7389999999999999
198,video24008.mp4__frame110.png,0.843,0.087,0.035,0.07,0.086,1.8319999999999999
199,video24008.mp4__frame132.png,0.843,0.149,0.115,0.004,0.009,1.547
200,video24008.mp4__frame154.png,0.537,0.145,0.424,0.035,0.269,3.5840000000000005
201,video24008.mp4__frame176.png,0.358,0.194,0.625,0.026,0.178,3.615
202,video24008.mp4__frame22.png,0.035,0.109,0.309,0.059,0.756,5.196000000000001
203,video24008.mp4__frame44.png,0.025,0.073,0.325,0.547,0.43,5.484
204,video24008.mp4__frame66.png,0.609,0.504,0.103,0.127,0.016,2.5140000000000002
205,video24008.mp4__frame88.png,0.52,0.369,0.206,0.075,0.255,3.4509999999999996
206,video24009.mp4__frame110.png,0.796,0.09,0.318,0.001,0.0,1.934
207,video24009.mp4__frame132.png,0.772,0.315,0.121,0.036,0.001,1.914
208,video24009.mp4__frame154.png,0.738,0.159,0.332,0.055,0.001,2.277
209,video24009.mp4__frame176.png,0.469,0.679,0.134,0.036,0.002,2.383
210,video24009.mp4__frame22.png,0.864,0.056,0.115,0.03,0.0,1.4409999999999998
211,video24009.mp4__frame44.png,0.904,0.002,0.014,0.0,0.0,0.9500000000000001
212,video24009.mp4__frame66.png,0.902,0.019,0.005,0.0,0.0,0.9550000000000001
213,video24009.mp4__frame88.png,0.829,0.154,0.16,0.007,0.0,1.645
214,video24010.mp4__frame110.png,0.169,0.698,0.265,0.201,0.0,3.1639999999999997
215,video24010.mp4__frame132.png,0.003,0.249,0.393,0.681,0.005,4.429
216,video24010.mp4__frame154.png,0.011,0.117,0.543,0.643,0.009,4.491
217,video24010.mp4__frame176.png,0.02,0.085,0.252,0.817,0.0,4.2139999999999995
218,video24010.mp4__frame22.png,0.0,0.001,0.185,0.865,0.008,4.0569999999999995
219,video24010.mp4__frame44.png,0.222,0.107,0.708,0.285,0.0,3.6999999999999993
220,video24010.mp4__frame66.png,0.01,0.016,0.841,0.249,0.004,3.5809999999999995
221,video24010.mp4__frame88.png,0.015,0.861,0.085,0.111,0.0,2.436
222,video24011.mp4__frame110.png,0.513,0.43,0.286,0.159,0.029,3.012
223,video24011.mp4__frame132.png,0.298,0.767,0.115,0.053,0.02,2.4890000000000003
224,video24011.mp4__frame154.png,0.831,0.042,0.229,0.023,0.021,1.799
225,video24011.mp4__frame176.png,0.037,0.589,0.595,0.103,0.007,3.447
226,video24011.mp4__frame22.png,0.065,0.331,0.632,0.26,0.09,4.113
227,video24011.mp4__frame44.png,0.491,0.346,0.539,0.005,0.003,2.835
228,video24011.mp4__frame66.png,0.092,0.579,0.286,0.303,0.148,4.06
229,video24011.mp4__frame88.png,0.638,0.258,0.36,0.074,0.041,2.735
230,video24012.mp4__frame110.png,0.803,0.032,0.35,0.002,0.002,1.9349999999999998
231,video24012.mp4__frame132.png,0.871,0.01,0.16,0.001,0.0,1.375
232,video24012.mp4__frame154.png,0.905,0.001,0.008,0.0,0.0,0.931
233,video24012.mp4__frame176.png,0.883,0.005,0.117,0.0,0.0,1.244
234,video24012.mp4__frame22.png,0.848,0.001,0.253,0.0,0.0,1.609
235,video24012.mp4__frame44.png,0.78,0.007,0.278,0.165,0.006,2.318
236,video24012.mp4__frame66.png,0.864,0.004,0.193,0.002,0.0,1.459
237,video24012.mp4__frame88.png,0.879,0.018,0.12,0.0,0.001,1.2799999999999998
238,video24053.mp4__frame110.png,0.514,0.657,0.092,0.059,0.001,2.3449999999999998
239,video24053.mp4__frame132.png,0.015,0.183,0.319,0.752,0.001,4.351
240,video24053.mp4__frame154.png,0.008,0.145,0.081,0.854,0.002,3.9669999999999996
241,video24053.mp4__frame176.png,0.03,0.628,0.025,0.612,0.002,3.819
242,video24053.mp4__frame22.png,0.001,0.464,0.061,0.729,0.019,4.123
243,video24053.mp4__frame44.png,0.024,0.56,0.444,0.333,0.029,3.953
244,video24053.mp4__frame66.png,0.001,0.049,0.123,0.87,0.002,3.9579999999999997
245,video24053.mp4__frame88.png,0.006,0.429,0.036,0.764,0.002,4.038
246,video24057.mp4__frame110.png,0.045,0.027,0.798,0.319,0.014,3.839
247,video24057.mp4__frame132.png,0.001,0.061,0.542,0.681,0.009,4.518000000000001
248,video24057.mp4__frame154.png,0.037,0.066,0.878,0.029,0.011,2.974
249,video24057.mp4__frame176.png,0.001,0.032,0.72,0.513,0.001,4.282
250,video24057.mp4__frame22.png,0.002,0.08,0.847,0.179,0.002,3.4289999999999994
251,video24057.mp4__frame44.png,0.0,0.002,0.645,0.629,0.001,4.46
252,video24057.mp4__frame66.png,0.046,0.072,0.818,0.222,0.013,3.5969999999999995
253,video24057.mp4__frame88.png,0.018,0.105,0.665,0.518,0.009,4.34
254,video24059.mp4__frame110.png,0.0,0.001,0.617,0.647,0.018,4.531
255,video24059.mp4__frame132.png,0.0,0.005,0.86,0.206,0.002,3.4239999999999995
256,video24059.mp4__frame154.png,0.0,0.001,0.844,0.267,0.001,3.6069999999999998
257,video24059.mp4__frame176.png,0.344,0.375,0.061,0.589,0.018,3.723
258,video24059.mp4__frame22.png,0.0,0.006,0.709,0.547,0.004,4.3469999999999995
259,video24059.mp4__frame44.png,0.0,0.014,0.788,0.403,0.003,4.018999999999999
260,video24059.mp4__frame66.png,0.0,0.006,0.833,0.286,0.011,3.7099999999999995
261,video24059.mp4__frame88.png,0.001,0.888,0.078,0.014,0.004,2.087
262,video24061.mp4__frame110.png,0.004,0.897,0.045,0.003,0.001,1.95
263,video24061.mp4__frame132.png,0.011,0.527,0.425,0.426,0.003,4.058999999999999
264,video24061.mp4__frame154.png,0.108,0.185,0.085,0.809,0.004,3.9890000000000003
265,video24061.mp4__frame176.png,0.082,0.871,0.033,0.055,0.003,2.1580000000000004
266,video24061.mp4__frame22.png,0.007,0.013,0.899,0.023,0.001,2.827
267,video24061.mp4__frame44.png,0.123,0.694,0.221,0.297,0.0,3.362
268,video24061.mp4__frame66.png,0.058,0.501,0.698,0.037,0.0,3.302
269,video24061.mp4__frame88.png,0.006,0.07,0.86,0.134,0.004,3.282
270,video24068.mp4__frame110.png,0.015,0.031,0.897,0.003,0.001,2.7849999999999997
271,video24068.mp4__frame132.png,0.255,0.111,0.807,0.007,0.011,2.9810000000000003
272,video24068.mp4__frame154.png,0.729,0.18,0.37,0.007,0.005,2.252
273,video24068.mp4__frame176.png,0.121,0.848,0.129,0.004,0.004,2.2399999999999998
274,video24068.mp4__frame22.png,0.047,0.457,0.748,0.0,0.001,3.21
275,video24068.mp4__frame44.png,0.001,0.145,0.877,0.0,0.002,2.932
276,video24068.mp4__frame66.png,0.764,0.298,0.182,0.013,0.0,1.958
277,video24068.mp4__frame88.png,0.001,0.02,0.903,0.001,0.0,2.754
278,video24068[1].mp4__frame110.png,0.015,0.031,0.897,0.003,0.001,2.7849999999999997
279,video24068[1].mp4__frame132.png,0.255,0.111,0.807,0.007,0.011,2.9810000000000003
280,video24068[1].mp4__frame154.png,0.729,0.18,0.37,0.007,0.005,2.252
281,video24068[1].mp4__frame176.png,0.121,0.848,0.129,0.004,0.004,2.2399999999999998
282,video24068[1].mp4__frame22.png,0.047,0.457,0.748,0.0,0.001,3.21
283,video24068[1].mp4__frame44.png,0.001,0.145,0.877,0.0,0.002,2.932
284,video24068[1].mp4__frame66.png,0.764,0.298,0.182,0.013,0.0,1.958
285,video24068[1].mp4__frame88.png,0.001,0.02,0.903,0.001,0.0,2.754
286,video24069.mp4__frame110.png,0.903,0.015,0.002,0.002,0.001,0.9520000000000001
287,video24069.mp4__frame132.png,0.626,0.556,0.067,0.076,0.003,2.258
288,video24069.mp4__frame154.png,0.906,0.001,0.001,0.0,0.002,0.921
289,video24069.mp4__frame176.png,0.906,0.001,0.002,0.0,0.003,0.929
290,video24069.mp4__frame22.png,0.018,0.019,0.9,0.002,0.001,2.769
291,video24069.mp4__frame44.png,0.122,0.033,0.843,0.04,0.084,3.297
292,video24069.mp4__frame66.png,0.903,0.017,0.002,0.002,0.0,0.9510000000000001
293,video24069.mp4__frame88.png,0.903,0.016,0.002,0.002,0.001,0.9540000000000001
294,video24069[1].mp4__frame110.png,0.903,0.015,0.002,0.002,0.001,0.9520000000000001
295,video24069[1].mp4__frame132.png,0.626,0.556,0.067,0.076,0.003,2.258
296,video24069[1].mp4__frame154.png,0.906,0.001,0.001,0.0,0.002,0.921
297,video24069[1].mp4__frame176.png,0.906,0.001,0.002,0.0,0.003,0.929
298,video24069[1].mp4__frame22.png,0.018,0.019,0.9,0.002,0.001,2.769
299,video24069[1].mp4__frame44.png,0.122,0.033,0.843,0.04,0.084,3.297
300,video24069[1].mp4__frame66.png,0.903,0.017,0.002,0.002,0.0,0.9510000000000001
301,video24069[1].mp4__frame88.png,0.903,0.016,0.002,0.002,0.001,0.9540000000000001
302,video24070.mp4__frame110.png,0.0,0.013,0.768,0.446,0.001,4.119
303,video24070.mp4__frame132.png,0.0,0.032,0.729,0.493,0.011,4.278
304,video24070.mp4__frame154.png,0.0,0.001,0.126,0.88,0.008,3.94
305,video24070.mp4__frame176.png,0.0,0.0,0.833,0.302,0.0,3.707
306,video24070.mp4__frame22.png,0.0,0.352,0.8,0.043,0.001,3.281
307,video24070.mp4__frame44.png,0.0,0.011,0.823,0.273,0.051,3.8379999999999996
308,video24070.mp4__frame66.png,0.001,0.017,0.867,0.163,0.006,3.318
309,video24070.mp4__frame88.png,0.0,0.004,0.905,0.006,0.0,2.747
310,video24070[1].mp4__frame110.png,0.0,0.013,0.768,0.446,0.001,4.119
311,video24070[1].mp4__frame132.png,0.0,0.032,0.729,0.493,0.011,4.278
312,video24070[1].mp4__frame154.png,0.0,0.001,0.126,0.88,0.008,3.94
313,video24070[1].mp4__frame176.png,0.0,0.0,0.833,0.302,0.0,3.707
314,video24070[1].mp4__frame22.png,0.0,0.352,0.8,0.043,0.001,3.281
315,video24070[1].mp4__frame44.png,0.0,0.011,0.823,0.273,0.051,3.8379999999999996
316,video24070[1].mp4__frame66.png,0.001,0.017,0.867,0.163,0.006,3.318
317,video24070[1].mp4__frame88.png,0.0,0.004,0.905,0.006,0.0,2.747
318,video24074.mp4__frame110.png,0.029,0.052,0.023,0.88,0.028,3.862
319,video24074.mp4__frame132.png,0.527,0.487,0.015,0.301,0.066,3.08
320,video24074.mp4__frame154.png,0.399,0.298,0.014,0.546,0.151,3.976
321,video24074.mp4__frame176.png,0.689,0.114,0.03,0.364,0.136,3.1430000000000002
322,video24074.mp4__frame22.png,0.025,0.264,0.005,0.693,0.339,5.035
323,video24074.mp4__frame44.png,0.266,0.661,0.008,0.402,0.009,3.265
324,video24074.mp4__frame66.png,0.87,0.155,0.0,0.005,0.012,1.26
325,video24074.mp4__frame88.png,0.828,0.077,0.003,0.202,0.042,2.009
326,video24075.mp4__frame110.png,0.298,0.469,0.004,0.558,0.059,3.7750000000000004
327,video24075.mp4__frame132.png,0.809,0.165,0.002,0.082,0.133,2.138
328,video24075.mp4__frame154.png,0.894,0.017,0.0,0.004,0.048,1.1840000000000002
329,video24075.mp4__frame176.png,0.736,0.045,0.001,0.438,0.053,2.846
330,video24075.mp4__frame22.png,0.621,0.131,0.001,0.532,0.058,3.3040000000000003
331,video24075.mp4__frame44.png,0.897,0.029,0.0,0.009,0.016,1.0710000000000002
332,video24075.mp4__frame66.png,0.032,0.008,0.003,0.864,0.155,4.288
